id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.21719386,0.39507264,0.28400075,1.4297068,0.48201093
0_1,0.23045549,0.71744585,0.69214845,1.5696156,0.7510839
0_2,0.26704305,0.4375654,0.45449463,1.1103619,0.7621027
0_3,0.35564733,0.8043612,0.6707791,1.2784176,0.9811202
0_4,0.32831126,0.5457671,0.5157408,0.81091815,0.67531276
0_5,0.3542549,1.2588427,1.0255383,1.6312084,1.2141504
0_6,0.2939065,0.105790734,0.079764046,0.2959726,0.23181602
0_7,0.18520351,0.62230325,0.35536364,0.49803293,0.57606
0_8,0.22188003,0.50012106,0.34826547,0.44441247,0.5239073
0_9,0.07513774,0.24301934,0.1795384,0.19452769,0.21620543
0_10,0.15242472,0.5527772,0.34670806,0.3745495,0.5289235
0_11,0.64100724,0.41786253,0.34328824,0.26598597,0.41336372
0_12,1.2821772,0.73427224,0.5272089,0.5431852,0.76119065
0_13,1.5322074,1.0340667,0.78723544,0.6009569,0.6466949
0_14,1.204618,1.2571967,0.86146975,0.9604311,1.1172148
0_15,1.4645861,1.1678677,0.902598,0.81256074,0.78901565
0_16,0.60134923,0.837504,0.62530637,0.7296992,0.61745507
0_17,0.42300645,0.6247306,0.5626123,0.5948863,0.6495191
0_18,0.12572804,0.19191074,0.16860129,0.20081194,0.2259526
0_19,0.07054438,0.58613324,0.26400465,0.3258686,0.28888887
0_20,0.061019182,0.122577794,0.054710172,0.07989858,0.078989685
0_21,0.062297188,0.18375954,0.119889624,0.11004035,0.09386984
0_22,0.102700375,0.27836215,0.16504687,0.19145456,0.1865963
0_23,0.41487005,0.313309,0.28471854,0.18665093,0.2151662
0_24,0.6545346,1.2152764,0.95233935,0.8531132,0.60524166
0_25,0.45278662,0.38509396,0.31864148,0.36186484,0.32057524
0_26,0.6447682,0.6103827,0.41963768,0.5075097,0.5968348
0_27,0.20456836,0.4219951,0.44286197,0.38129073,0.3384155
0_28,0.10657036,0.21731625,0.24814428,0.22540584,0.29493386
0_29,0.55955184,0.958073,0.70522565,0.59291697,0.5290526
0_30,0.3893711,0.5022104,0.36273155,0.4728616,0.36418772
0_31,0.114489555,0.29631004,0.13101347,0.21865252,0.12884936
0_32,0.07136377,0.10417901,0.044374395,0.10490611,0.05078722
0_33,0.028061591,0.12580678,0.026927385,0.11507897,0.012362764
0_34,0.085325845,0.13495189,0.03970233,0.06636728,0.036942832
0_35,1.134638,0.62024605,0.47917897,0.29573888,0.32648292
0_36,1.1733173,0.71957827,0.6859113,0.54114634,0.5795327
0_37,0.9149858,0.91963387,0.9275712,0.70108974,0.6438484
0_38,0.5368445,0.5142244,0.5777287,0.58710235,0.72136366
0_39,0.22642434,0.42235535,0.48759633,0.5174874,0.45817757
0_40,0.063203156,0.21303749,0.14930433,0.18287793,0.14024293
0_41,0.059747227,0.25281537,0.07183149,0.17688684,0.106782146
0_42,0.047870077,0.14404315,0.08902014,0.119641006,0.08558689
0_43,0.049462028,0.14463119,0.10348722,0.14417309,0.13892345
0_44,0.5403661,0.63839674,0.5522048,0.50892735,0.5129764
0_45,0.8900231,0.57539165,0.5812019,0.55232006,0.6730007
0_46,0.72881204,0.49174207,0.4281971,0.41896886,0.57427204
0_47,0.34229594,0.41232866,0.47629118,0.46053958,0.40700108
0_48,0.2063429,0.3989312,0.426638,0.44881988,0.43935335
0_49,0.16207832,0.22306447,0.2358975,0.40270782,0.3322399
0_50,0.14894399,0.2972347,0.2711101,0.616873,0.34306788
0_51,0.14464496,0.32596505,0.31345072,0.919255,0.41947153
0_52,0.36917654,0.47822258,0.31819302,1.1882037,0.48381382
