id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.18327197,0.33893415,0.2474686,0.9684677,0.45380324
0_1,0.10280769,0.43608838,0.47136793,0.8077589,0.5573342
0_2,0.10655362,0.285145,0.29462826,0.52852845,0.5570442
0_3,0.12920295,0.5274391,0.5057944,0.74006927,0.83105767
0_4,0.1363981,0.32709706,0.36775216,0.48086154,0.5559161
0_5,0.20717862,0.7701022,0.85077786,0.98865795,0.88361025
0_6,0.11059561,0.14431274,0.14388585,0.24544907,0.27831727
0_7,0.09356137,0.52458394,0.34944415,0.49859682,0.59270203
0_8,0.07061422,0.31638718,0.24658637,0.31512082,0.4662201
0_9,0.03802128,0.2171138,0.1751472,0.18434511,0.24557395
0_10,0.07394063,0.5034949,0.37028217,0.35098028,0.6191107
0_11,0.29263353,0.30602455,0.25611526,0.22292826,0.3293986
0_12,1.1075102,0.60406697,0.5562623,0.57333636,0.90169287
0_13,1.2175548,1.0214121,0.7909802,0.6492028,0.78510785
0_14,0.7639602,0.7050005,0.6809406,0.6688896,0.94685876
0_15,1.0374998,1.0776274,1.1130319,0.85632133,0.856675
0_16,0.6457343,0.7213874,0.7620051,0.8207742,0.8374593
0_17,0.44852537,0.4202147,0.55408907,0.50232625,0.6049202
0_18,0.09236404,0.22464463,0.16865435,0.19633979,0.2518764
0_19,0.10563043,0.66647303,0.43259722,0.44898435,0.5183841
0_20,0.042425424,0.14632322,0.10349668,0.13117382,0.18419853
0_21,0.06421229,0.29724818,0.23257893,0.20232469,0.27571344
0_22,0.093071386,0.2863326,0.23154096,0.28467712,0.38233054
0_23,0.2497187,0.25559378,0.28328568,0.23008706,0.33187926
0_24,0.5064466,0.89842105,1.0063099,1.0443676,0.8853218
0_25,0.27480847,0.19893119,0.19834442,0.24486443,0.24036345
0_26,0.29090226,0.4491396,0.4718446,0.5251684,0.6947551
0_27,0.14234176,0.2661032,0.33631656,0.27313253,0.31778476
0_28,0.08063473,0.21728349,0.31164807,0.2363808,0.29059365
0_29,0.3847954,0.58376837,0.6197779,0.47531447,0.5662963
0_30,0.5766729,0.32142413,0.27836695,0.3786705,0.39961654
0_31,0.08263938,0.2599215,0.12563466,0.20317039,0.1555259
0_32,0.027428776,0.08008357,0.040744632,0.07101689,0.0752975
0_33,0.029974207,0.12411708,0.052478455,0.096841596,0.09580299
0_34,0.12421618,0.1445426,0.0753795,0.11010936,0.14672689
0_35,1.1676742,0.8810801,0.88034534,0.6456479,0.7155205
0_36,1.0570253,0.53124535,0.4956073,0.4290176,0.53222764
0_37,1.057032,0.75157964,0.79041946,0.57480186,0.69120073
0_38,0.9003966,0.49425057,0.575266,0.4249727,0.64291203
0_39,0.40293908,0.46776456,0.56695163,0.49255493,0.49554342
0_40,0.091083646,0.29177648,0.22894341,0.24816506,0.26907504
0_41,0.059363276,0.23229773,0.12315883,0.17867666,0.23918381
0_42,0.0528496,0.11804137,0.09993197,0.108178176,0.17451757
0_43,0.057555303,0.13288298,0.15725368,0.15755892,0.2653357
0_44,0.39907533,0.4537609,0.6323912,0.49504375,0.6379595
0_45,0.66644156,0.31408417,0.4813296,0.4144972,0.6354716
0_46,0.65393007,0.30312687,0.58606607,0.48241335,0.8004932
0_47,0.28380242,0.32915205,0.6589552,0.40964338,0.5746285
0_48,0.113025956,0.26934463,0.5348855,0.43507856,0.58071697
0_49,0.09809775,0.1583533,0.2976259,0.28006718,0.48231208
0_50,0.07521163,0.2105982,0.31481794,0.41761273,0.55309814
0_51,0.05947499,0.13630049,0.30628937,0.4750755,0.46053517
0_52,0.32242316,0.39269608,0.6085294,0.89265555,0.75507075
