id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.10880327,0.30578536,0.22123735,0.68366736,0.30503857
0_1,0.026967138,0.38451093,0.40660763,0.5034582,0.40438318
0_2,0.053845793,0.30415222,0.25019795,0.42930925,0.50454396
0_3,0.1976896,0.70450866,0.65503675,0.85344446,0.87526596
0_4,0.21454112,0.31469816,0.37813646,0.50679755,0.4979301
0_5,0.28551805,1.0024147,1.1596155,1.4850037,1.0964766
0_6,0.26190522,0.10591102,0.08770564,0.19304414,0.20508222
0_7,0.13241088,0.4337448,0.21994954,0.41676754,0.35987228
0_8,0.056970626,0.21851297,0.11076155,0.1956108,0.19414636
0_9,0.026658028,0.15121007,0.06672771,0.0979711,0.091869175
0_10,0.09898935,0.3879292,0.13502432,0.2016419,0.27184457
0_11,0.79571956,0.33680022,0.15058857,0.17205036,0.25443596
0_12,1.2310188,0.54494685,0.41455185,0.38471246,0.6295067
0_13,1.564236,0.8697577,0.51794493,0.46884793,0.5005883
0_14,1.0447006,1.3615818,0.8115231,0.795673,0.8842488
0_15,1.5669459,1.2160349,0.976601,0.79322547,0.82450795
0_16,0.55445385,0.7685497,0.5875659,0.56363267,0.49280983
0_17,0.77650213,0.90833455,0.7985894,0.7280476,0.8103506
0_18,0.17772698,0.21200104,0.1660707,0.16966318,0.2731798
0_19,0.09114748,0.4094482,0.20592685,0.23183803,0.2123424
0_20,0.055559933,0.14603731,0.07424,0.10557276,0.111480385
0_21,0.043271422,0.21401492,0.12641732,0.13115178,0.09563416
0_22,0.08553174,0.3356914,0.21953677,0.24976392,0.23530778
0_23,0.22899203,0.41337538,0.29460472,0.24881588,0.3019517
0_24,0.55680335,1.4816208,1.3144892,1.1536095,0.9011531
0_25,0.27583992,0.36335954,0.28278297,0.27906334,0.29166782
0_26,0.48686823,0.96660036,0.6681401,0.66599417,0.7850404
0_27,0.15615302,0.5249732,0.5057306,0.43264222,0.40956742
0_28,0.16840161,0.3729151,0.38825017,0.34553343,0.43391696
0_29,0.6169809,0.94936955,1.105059,0.77540696,0.703024
0_30,0.36459368,0.4464676,0.4141836,0.4670154,0.4172684
0_31,0.15677619,0.34497726,0.19801968,0.2953304,0.22919671
0_32,0.054107577,0.13120723,0.054856405,0.1357226,0.092173174
0_33,0.029564485,0.14478727,0.019955501,0.13769165,0.063223794
0_34,0.13566431,0.21004395,0.075989395,0.117047995,0.11223476
0_35,1.2360036,1.1487237,0.77650595,0.522631,0.5458559
0_36,1.2353804,1.1930811,0.8954268,0.85285485,0.84238046
0_37,1.2465038,0.5851409,0.65921706,0.49845716,0.67497987
0_38,0.97139007,0.5253224,0.53422993,0.47861934,0.7800423
0_39,0.6485702,0.3289774,0.3117969,0.2896741,0.3629495
0_40,0.12076935,0.31347448,0.23991258,0.20991714,0.27038383
0_41,0.053836763,0.22572881,0.11933429,0.14917514,0.16210724
0_42,0.028738588,0.13724871,0.08405316,0.10502452,0.09323594
0_43,0.040071487,0.13732733,0.10877286,0.13295773,0.13898623
0_44,0.37715,0.95482177,0.7126768,0.6755687,0.63876265
0_45,0.93410456,0.65738136,0.6625216,0.6157841,0.7223284
0_46,0.8272276,0.7436995,0.6887468,0.7220126,0.8055287
0_47,0.27553463,0.7436399,0.7245859,0.5040864,0.5255641
0_48,0.0388633,0.47310925,0.5225812,0.5328362,0.5899811
0_49,0.07513142,0.24823216,0.26062083,0.30812928,0.3608766
0_50,0.06746198,0.29805595,0.28073412,0.45400637,0.3567757
0_51,0.07486734,0.20914778,0.23692471,0.7778681,0.43210554
0_52,0.37758332,1.0391433,0.6681204,1.2890024,0.88579243
