id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.15377712,0.3551671,0.3478973,1.2037395,0.5383269
0_1,0.05957596,0.3802116,0.4656056,0.5586789,0.41798842
0_2,0.17512196,0.3599708,0.36459848,0.50552297,0.609084
0_3,0.21935424,0.6949939,0.6368365,0.6957126,0.793433
0_4,0.18390718,0.40278536,0.37431946,0.396365,0.41449785
0_5,0.48746967,1.1882927,1.1008625,1.2781905,0.9880235
0_6,0.24489006,0.07969025,0.07329124,0.16505057,0.17844379
0_7,0.15352517,0.46777004,0.22952995,0.33061153,0.289431
0_8,0.10397135,0.31933522,0.2069804,0.2841692,0.31600183
0_9,0.04070303,0.17370978,0.1160194,0.1276143,0.12778535
0_10,0.09320446,0.49599794,0.26475683,0.26928645,0.37947565
0_11,0.71299136,0.42574435,0.2936994,0.20084035,0.33363912
0_12,1.4575734,0.88055015,0.6556579,0.53914523,0.8414885
0_13,1.3542273,1.102217,0.81874526,0.68428874,0.5157414
0_14,0.89273757,1.1905708,0.83978647,0.8279686,0.91089
0_15,1.3786972,1.2798892,1.0886378,0.8064157,0.77834874
0_16,0.5686915,1.0946949,0.7367557,0.7545615,0.51641196
0_17,0.4958173,0.7764164,0.6870229,0.65881276,0.67266345
0_18,0.10403097,0.16561663,0.11696625,0.14643085,0.17013715
0_19,0.084582925,0.5862216,0.23231328,0.28182584,0.23233233
0_20,0.059499055,0.122452125,0.049906597,0.08255699,0.08838725
0_21,0.070736006,0.17009285,0.09469238,0.10159847,0.08670077
0_22,0.10124926,0.31094015,0.20081416,0.23481448,0.22973615
0_23,0.3502751,0.34438297,0.3580816,0.25797758,0.33401722
0_24,0.48770502,1.3510859,1.0825961,1.1073554,0.7674962
0_25,0.38106477,0.39930105,0.34011865,0.37900794,0.41143945
0_26,0.4918278,0.8173356,0.78306496,0.79474425,0.9046947
0_27,0.16196732,0.4797504,0.6439083,0.5550792,0.54210913
0_28,0.20251389,0.37580425,0.47688878,0.39174014,0.484281
0_29,0.56695575,0.94533116,0.85635096,0.64839524,0.66920483
0_30,0.47458264,0.53807306,0.3935923,0.46022454,0.44334733
0_31,0.11192917,0.2769105,0.12249306,0.20896532,0.15545666
0_32,0.043869153,0.10576302,0.041977197,0.108676076,0.04968041
0_33,0.022414982,0.106964976,0.022904381,0.094707206,0.04983528
0_34,0.10915403,0.08718367,0.04478441,0.08185506,0.12517726
0_35,1.2028158,0.72012454,0.43841264,0.32591432,0.37620303
0_36,1.4188278,0.88295853,0.7917795,0.69156617,0.72724044
0_37,1.1449864,0.8325896,0.9709947,0.6866658,0.863976
0_38,0.72897696,0.5441536,0.5557804,0.50995076,0.7367067
0_39,0.27487522,0.41184255,0.43475702,0.48804152,0.4200728
0_40,0.06930876,0.19327375,0.09188542,0.14058557,0.13853864
0_41,0.04066764,0.16240151,0.057140604,0.120729685,0.09099358
0_42,0.011811599,0.08097708,0.03917116,0.04999876,0.047293603
0_43,0.038487196,0.14279228,0.084620535,0.11463478,0.145736
0_44,0.4319045,0.6398605,0.50003415,0.47887647,0.47154948
0_45,0.6122213,0.397773,0.43519628,0.4525211,0.51796436
0_46,0.6095698,0.32961458,0.34925956,0.41634458,0.58909726
0_47,0.24142364,0.35052818,0.3989918,0.37453243,0.35238725
0_48,0.08898476,0.30871683,0.29470766,0.37793952,0.32549158
0_49,0.10555595,0.21074483,0.19210632,0.292125,0.3222014
0_50,0.06955604,0.2171972,0.13532202,0.24320163,0.18655552
0_51,0.094127625,0.23360619,0.24217555,0.49403244,0.35102534
0_52,0.60376805,1.1067641,1.0403421,1.4718474,1.1017009
