id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.21520784,0.37515515,0.28785932,1.6171737,0.47866392
0_1,0.28568617,0.5566144,0.62699664,1.3635495,0.6948147
0_2,0.26528987,0.35587183,0.45101845,0.8421103,0.6864335
0_3,0.29027075,0.6708549,0.68312705,1.126013,1.0380652
0_4,0.23923126,0.3148216,0.40006852,0.64501315,0.64345324
0_5,0.2369976,0.4817765,0.56953645,0.7548576,0.7581095
0_6,0.1882608,0.16256666,0.17556049,0.27414635,0.3373233
0_7,0.16153729,0.4813701,0.29616007,0.40588722,0.45423034
0_8,0.13306916,0.37728393,0.25654387,0.30754918,0.39701283
0_9,0.06658269,0.22992124,0.17327145,0.17061132,0.20427409
0_10,0.118168,0.42631793,0.290717,0.30247182,0.4029938
0_11,0.46706468,0.4797254,0.35531643,0.29644817,0.405249
0_12,1.337224,0.807534,0.5802514,0.59686816,0.76664233
0_13,1.5245976,1.1587292,0.862807,0.67014754,0.6997992
0_14,0.9363765,1.2537687,0.86020684,0.7854331,0.8740558
0_15,1.4105012,1.0255567,1.0268685,0.7011287,0.75812554
0_16,0.6840477,0.8305484,0.70730376,0.6396997,0.6222689
0_17,0.622607,0.7954849,0.6488791,0.7093204,0.69865024
0_18,0.12135165,0.26309735,0.1982773,0.21832675,0.2214199
0_19,0.0945867,0.51165277,0.2676904,0.32316875,0.28426814
0_20,0.051586263,0.16374296,0.099818096,0.092860326,0.12101218
0_21,0.04351248,0.19349691,0.14516893,0.12177031,0.122910805
0_22,0.08585846,0.33098608,0.20000821,0.23759517,0.26349014
0_23,0.22089365,0.26948395,0.24176848,0.16864926,0.19952013
0_24,0.42456213,0.8081715,0.6787137,0.6802509,0.58134294
0_25,0.28424674,0.39805755,0.32574847,0.36035448,0.3561648
0_26,0.43270856,0.6445886,0.5052711,0.5803965,0.66626215
0_27,0.17344707,0.3769731,0.38254112,0.33721697,0.2979733
0_28,0.10008265,0.25269824,0.2560079,0.25721562,0.25234592
0_29,0.47105777,0.5072253,0.45758784,0.4710263,0.44845703
0_30,0.4559952,0.30318084,0.25900736,0.3654639,0.33200833
0_31,0.16731969,0.32580572,0.1725663,0.2777295,0.2255206
0_32,0.06000326,0.12608351,0.06884982,0.13770245,0.1005745
0_33,0.05310212,0.12781057,0.052191786,0.12840156,0.078168
0_34,0.22822833,0.15097722,0.08668622,0.13327003,0.11545214
0_35,1.1384368,0.59912753,0.48825717,0.4511284,0.45016593
0_36,1.0240619,0.8745146,0.7597598,0.7405483,0.76051337
0_37,1.0626055,0.78954095,0.8305725,0.6780774,0.7183421
0_38,0.68106186,0.5059831,0.5997208,0.42935377,0.6367632
0_39,0.3847235,0.46945536,0.49500573,0.4736149,0.42061204
0_40,0.13123913,0.41081065,0.3082217,0.31640744,0.29349825
0_41,0.08332088,0.29648703,0.14259583,0.23442975,0.23729199
0_42,0.031395204,0.14073437,0.07940011,0.11758195,0.115482174
0_43,0.084820144,0.25294814,0.20457324,0.21885818,0.2534898
0_44,0.58754516,0.8093895,0.756019,0.6518615,0.68646693
0_45,0.85003483,0.61032045,0.65163183,0.5417739,0.6896863
0_46,0.73865676,0.6212641,0.6380124,0.5886239,0.7773151
0_47,0.43320173,0.59250057,0.6821034,0.5702198,0.59594715
0_48,0.21971798,0.5431713,0.6009231,0.60422385,0.596221
0_49,0.19025399,0.344936,0.36123312,0.44466725,0.42669392
0_50,0.20759016,0.39907187,0.41622448,0.6500516,0.53723335
0_51,0.23731038,0.4613412,0.5246334,1.1451008,0.67163277
0_52,0.53011274,0.6612051,0.57367975,1.7337909,0.6780119
