id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.3102013,0.5652558,0.4283961,1.7520273,0.65180176
0_1,0.27428973,0.73669887,0.63252926,1.2304553,0.72522205
0_2,0.22509193,0.4766525,0.43035713,0.7426009,0.6881876
0_3,0.2286416,0.6285588,0.5537752,0.809164,0.7589872
0_4,0.18421769,0.35272652,0.33457917,0.47025752,0.48658845
0_5,0.24690112,0.703549,0.63062024,0.7917884,0.81117755
0_6,0.21924946,0.22716841,0.16348545,0.32190838,0.33415252
0_7,0.11320898,0.5324065,0.2829388,0.39911103,0.39502543
0_8,0.06261095,0.34424773,0.17825118,0.2354528,0.26618895
0_9,0.043581575,0.28497797,0.15463734,0.18093729,0.2119348
0_10,0.093675256,0.5443832,0.26481587,0.32337105,0.3867355
0_11,0.3153494,0.42228368,0.23219034,0.24803436,0.31678873
0_12,1.3474927,1.080893,0.59718084,0.663663,0.89988863
0_13,1.3067904,1.1397792,0.7149873,0.65066427,0.6049399
0_14,0.98891926,1.2258008,0.7873135,0.8012553,0.9533067
0_15,1.2499878,1.2382281,1.0443969,0.8447492,0.87577987
0_16,0.67971426,0.6520942,0.5750632,0.52507293,0.54648805
0_17,0.6644795,0.52840936,0.5152297,0.49075842,0.5823207
0_18,0.14367753,0.18318853,0.12262817,0.14969794,0.18949023
0_19,0.07767036,0.44856146,0.2128219,0.24146739,0.23608345
0_20,0.0302018,0.1731599,0.07339363,0.08796863,0.092443496
0_21,0.04817743,0.24179095,0.13181365,0.12304551,0.12872657
0_22,0.08174517,0.28289726,0.16993225,0.17755467,0.2197487
0_23,0.34105867,0.3128177,0.27814418,0.20689252,0.2605604
0_24,0.7300068,0.88064516,0.74822617,0.7158312,0.5957205
0_25,0.41656718,0.37737817,0.2852602,0.33147183,0.32885545
0_26,0.44998568,0.51831305,0.38067532,0.42374137,0.50308293
0_27,0.1765256,0.3615356,0.35228297,0.3016487,0.26700908
0_28,0.12605777,0.2580998,0.2534621,0.23717986,0.25242063
0_29,0.5589788,0.6114639,0.5132404,0.4904942,0.44110754
0_30,0.52572536,0.40551978,0.27517068,0.43649966,0.36502805
0_31,0.08377563,0.28646177,0.089181274,0.20295258,0.11115536
0_32,0.0209018,0.13523738,0.026848566,0.10863222,0.040653266
0_33,0.02043306,0.16498819,0.03217722,0.12132734,0.059837364
0_34,0.11827458,0.19386186,0.06900972,0.12213823,0.09878021
0_35,1.0594537,0.80517757,0.5617776,0.4948538,0.43978107
0_36,0.9490796,0.54055667,0.4518321,0.41796535,0.442839
0_37,1.1749885,1.0818839,1.042572,0.7627307,0.71104586
0_38,0.83395684,0.6168213,0.6179148,0.5142733,0.61792254
0_39,0.47867554,0.50271356,0.4814706,0.45994574,0.41852492
0_40,0.114076816,0.3528831,0.20463903,0.2310572,0.17947929
0_41,0.058423735,0.24566898,0.11198112,0.16607313,0.11954058
0_42,0.04871749,0.15985842,0.08509274,0.11017236,0.07822343
0_43,0.07708334,0.19508007,0.12291093,0.15827815,0.15809469
0_44,0.48108476,0.6430861,0.5671335,0.51127124,0.48313785
0_45,0.81965697,0.4662364,0.5133331,0.41622144,0.51634985
0_46,0.91501135,0.5163751,0.5872055,0.49988073,0.71179175
0_47,0.6005037,0.60221004,0.6738109,0.51125693,0.5476674
0_48,0.28632495,0.5751005,0.652503,0.64481807,0.5789682
0_49,0.23059854,0.33961615,0.3597742,0.4256993,0.41621202
0_50,0.23562773,0.42564958,0.34504786,0.5743433,0.43897527
0_51,0.21941349,0.5202743,0.43748364,0.94045436,0.5380082
0_52,0.47674558,0.7582027,0.6237081,2.0730228,0.75069773
