id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.26195383,0.43555003,0.30388588,1.4338335,0.5221484
0_1,0.20623593,0.5320198,0.51012164,1.1363332,0.64698064
0_2,0.18671353,0.32786947,0.29108715,0.54500985,0.58366454
0_3,0.30154115,0.7825834,0.58924544,1.0229366,0.96361476
0_4,0.26401958,0.4683842,0.43167806,0.74466527,0.6870914
0_5,0.31066272,0.98011565,1.0218675,1.2225072,1.1647308
0_6,0.21901748,0.14791986,0.11143574,0.21763337,0.23444736
0_7,0.15113634,0.5072397,0.28562182,0.41428137,0.47446764
0_8,0.1802913,0.42519355,0.29078794,0.37639707,0.4715839
0_9,0.073263176,0.25497738,0.17397478,0.2013649,0.2151504
0_10,0.13419993,0.47812307,0.3199787,0.30176902,0.49685118
0_11,0.52785295,0.44325754,0.2825226,0.2738832,0.40223658
0_12,1.4537556,0.82631385,0.51936114,0.6642858,0.83758485
0_13,1.1317894,1.1014115,0.806244,0.70091283,0.71152925
0_14,1.2505804,1.3596925,0.78006345,1.0244844,1.0707192
0_15,1.4721847,1.4208486,0.98886645,0.91403276,0.84317344
0_16,0.6393261,0.76198226,0.5963732,0.6860663,0.5812969
0_17,0.598307,0.69424236,0.63257,0.6538965,0.69559133
0_18,0.14866267,0.23619938,0.18899196,0.19617301,0.25249207
0_19,0.095305145,0.665233,0.38091964,0.3610506,0.39641023
0_20,0.07630779,0.21872136,0.13403995,0.13907911,0.17487063
0_21,0.094262615,0.3325339,0.23739068,0.20511314,0.19652799
0_22,0.12281824,0.38209733,0.27949846,0.24855496,0.34372362
0_23,0.33208454,0.3189579,0.3174364,0.23301463,0.2616917
0_24,0.45397305,1.1469889,1.0555379,0.943219,0.7009858
0_25,0.3461524,0.3354064,0.31453598,0.30777732,0.28469032
0_26,0.5683314,0.6223301,0.48943877,0.56533796,0.65619934
0_27,0.22815056,0.4839819,0.498425,0.39150333,0.3739538
0_28,0.103769995,0.3265109,0.3733284,0.320617,0.3230605
0_29,0.5368756,1.0349519,0.8875532,0.7793347,0.61050117
0_30,0.3636415,0.40846974,0.28394243,0.3990551,0.31100023
0_31,0.12349171,0.2486524,0.10904383,0.17385554,0.105291806
0_32,0.0547636,0.09150097,0.036499105,0.06262322,0.03673259
0_33,0.043076146,0.13907883,0.044523865,0.08346589,0.05166538
0_34,0.10697808,0.12504247,0.06933311,0.08027691,0.06601384
0_35,1.2136521,0.76125133,0.5534956,0.5389217,0.45835474
0_36,1.056129,1.0108066,0.73102254,0.76381934,0.6048862
0_37,1.2423915,0.85281223,0.89444447,0.66368294,0.6321553
0_38,0.85201204,0.4337162,0.5441102,0.4765071,0.69013745
0_39,0.35088706,0.43991464,0.4294117,0.4547274,0.41539973
0_40,0.08400289,0.21333903,0.12385027,0.15501413,0.1245483
0_41,0.0749405,0.25118932,0.11194961,0.16545509,0.14739949
0_42,0.051818065,0.12667611,0.07045617,0.089380026,0.07926233
0_43,0.05304012,0.14814222,0.10578242,0.11620815,0.12381135
0_44,0.5555222,0.6695509,0.6048159,0.5223647,0.5289109
0_45,0.9506819,0.71440864,0.73108697,0.58845234,0.7768639
0_46,0.8374506,0.680896,0.5797142,0.49029428,0.7418083
0_47,0.4032265,0.62058336,0.6614115,0.5011808,0.5753635
0_48,0.19896507,0.49795294,0.49134272,0.43926772,0.47777122
0_49,0.103872605,0.26413435,0.22790149,0.28725338,0.29255253
0_50,0.109685756,0.24174166,0.17995165,0.3299615,0.32517758
0_51,0.10359352,0.22781554,0.17709576,0.5854852,0.33152336
0_52,0.25067085,0.32389954,0.210436,1.0493603,0.41357085
