id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.43479532,0.54545116,0.55162406,1.5061612,0.6499456
0_1,0.23151843,0.56547225,0.615772,1.0917059,0.6212453
0_2,0.25052464,0.3166191,0.37543714,0.60122037,0.52481085
0_3,0.31337354,0.5699197,0.6163848,0.7765845,0.76534677
0_4,0.2418293,0.28538346,0.34267008,0.48005927,0.4633456
0_5,0.2880023,0.67228687,0.6740196,0.7518023,0.6614601
0_6,0.25984344,0.17493637,0.19978772,0.3116235,0.3184653
0_7,0.14516178,0.36893785,0.24259418,0.31769094,0.31574675
0_8,0.07264408,0.20986715,0.15636256,0.20850986,0.22945973
0_9,0.046237044,0.15390752,0.12429161,0.13077495,0.1361085
0_10,0.13727875,0.45577887,0.26165447,0.25176442,0.31001773
0_11,0.34560627,0.3703227,0.24680251,0.21044137,0.24449217
0_12,1.2193418,0.73751354,0.5394249,0.50183636,0.6783079
0_13,1.416398,0.9665842,0.7158352,0.5998913,0.5778624
0_14,0.7366159,0.8902217,0.59834313,0.6454243,0.73551214
0_15,1.1148467,1.2077982,0.93823934,0.8102092,0.7459704
0_16,0.62139636,0.8520278,0.66664624,0.7318044,0.63648885
0_17,0.39437163,0.45415682,0.45965904,0.42690766,0.4826248
0_18,0.098727874,0.16410094,0.122255936,0.1301573,0.15530416
0_19,0.08883812,0.46042675,0.22405575,0.27715832,0.23774423
0_20,0.044953607,0.12312419,0.07309893,0.10438236,0.089067526
0_21,0.052802123,0.19002908,0.12861274,0.1409164,0.12357307
0_22,0.106694855,0.27726611,0.15126005,0.2229977,0.2350528
0_23,0.22933273,0.2731424,0.23388335,0.23658103,0.22091639
0_24,0.6751065,1.0949883,0.8525386,0.9221962,0.6915763
0_25,0.4338841,0.44247073,0.38551837,0.44401586,0.39242727
0_26,0.37287685,0.5199465,0.4181123,0.47608113,0.5414553
0_27,0.18140742,0.36483955,0.38493055,0.32635254,0.31507292
0_28,0.122988865,0.4346903,0.46078932,0.40462303,0.4111299
0_29,0.54107594,0.69240355,0.58453625,0.5513451,0.47880253
0_30,0.40619707,0.43318513,0.3590859,0.43664658,0.3835901
0_31,0.123056725,0.30207157,0.14951485,0.22181915,0.16783452
0_32,0.04384985,0.09685312,0.040518537,0.10019024,0.05589518
0_33,0.04295259,0.12948486,0.035040975,0.10390052,0.052624457
0_34,0.15431388,0.10308986,0.037066013,0.08579626,0.06839961
0_35,0.9268596,0.5500258,0.4463771,0.4690316,0.39804822
0_36,0.8236819,0.7935579,0.6272516,0.6672889,0.67200625
0_37,0.806332,0.6029546,0.67839754,0.56196576,0.6258218
0_38,0.63104093,0.5269011,0.5740107,0.47229177,0.58057857
0_39,0.4738027,0.5158591,0.5768988,0.4885347,0.43159556
0_40,0.1330777,0.333413,0.22898278,0.23989083,0.23492852
0_41,0.07106606,0.22994667,0.12751225,0.17953059,0.17993012
0_42,0.043720193,0.14403966,0.11040302,0.15263362,0.11996923
0_43,0.08507637,0.21661702,0.1741326,0.25507098,0.24989077
0_44,0.49368876,0.59801334,0.5815915,0.5484952,0.4975273
0_45,0.72583306,0.5747233,0.6480017,0.57276547,0.64728194
0_46,0.7713889,0.5191598,0.63670564,0.55744076,0.73858905
0_47,0.5662663,0.5956032,0.7465092,0.5859836,0.5693572
0_48,0.24866149,0.5276807,0.6154127,0.6105159,0.6024221
0_49,0.22717445,0.38954198,0.4481629,0.51745963,0.54362
0_50,0.3035869,0.4617141,0.5179035,0.81789345,0.70597845
0_51,0.28227168,0.58860224,0.61043274,1.5169919,0.7792908
0_52,0.55477893,0.63702834,0.52116936,1.9834218,0.65434563
