id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.20967525,0.2754414,0.25520876,0.98996353,0.3797431
0_1,0.116366506,0.36742342,0.30321506,0.7996018,0.38020447
0_2,0.14948243,0.29635847,0.24405257,0.44393092,0.43853843
0_3,0.293848,0.9069425,0.6278832,0.93738383,0.82777476
0_4,0.27636522,0.44613084,0.3863314,0.496718,0.4092365
0_5,0.26760072,1.0550694,1.1207213,1.3494468,1.0996426
0_6,0.18612121,0.12838516,0.07533565,0.17784706,0.16207361
0_7,0.14055583,0.37987626,0.19600983,0.30752867,0.25354362
0_8,0.09899616,0.24392538,0.1403049,0.21686527,0.24881855
0_9,0.028722167,0.14316961,0.08759537,0.12648779,0.124794275
0_10,0.07704952,0.33448425,0.19128026,0.27264887,0.34606087
0_11,0.33286637,0.31644225,0.22431162,0.21475103,0.29320064
0_12,0.9800929,0.48183444,0.42815736,0.4242647,0.58871794
0_13,1.0547867,1.1294724,0.7284639,0.648059,0.6377015
0_14,1.4666712,1.5249939,1.0332394,0.8546181,1.2101518
0_15,2.0912793,1.7899747,1.1956365,1.0166581,0.97490954
0_16,0.80893594,1.3123708,0.8012371,0.7537442,0.6351543
0_17,0.48305666,0.5906198,0.57141733,0.48613355,0.506513
0_18,0.09428342,0.21005613,0.14854094,0.1656652,0.16838014
0_19,0.09887489,0.59283006,0.25208712,0.30783266,0.21723963
0_20,0.06449984,0.1731247,0.0763457,0.0963296,0.07954571
0_21,0.04415649,0.18075445,0.1023207,0.11661264,0.09485446
0_22,0.062915295,0.27865162,0.15602033,0.21544528,0.21215808
0_23,0.2711191,0.34196305,0.31766275,0.23097476,0.2771911
0_24,0.34497106,1.3686568,1.3042257,0.99465096,0.8134916
0_25,0.3376664,0.30002564,0.2815222,0.30128157,0.36538553
0_26,0.5865899,0.67958146,0.5111238,0.638055,0.8174169
0_27,0.1527792,0.51565874,0.54210067,0.4805307,0.47151527
0_28,0.09379408,0.29007894,0.35637173,0.3030826,0.36931077
0_29,0.58737993,0.62413406,0.5755169,0.4598156,0.5741519
0_30,0.4221685,0.35864466,0.27028537,0.35185093,0.33234283
0_31,0.10830271,0.24363686,0.10604158,0.20104311,0.12907809
0_32,0.056316927,0.12315926,0.048608616,0.1325819,0.05571972
0_33,0.044118583,0.138228,0.033931673,0.13138095,0.057003498
0_34,0.08788355,0.12570606,0.055787966,0.086022526,0.10524355
0_35,1.2633452,0.7599812,0.51758003,0.3824312,0.38310248
0_36,1.4607241,0.7259356,0.615592,0.49920243,0.60911846
0_37,1.4930036,1.0179232,1.0373476,0.78071105,0.7635813
0_38,0.8357843,0.6293136,0.66007423,0.5823786,0.84203714
0_39,0.19376431,0.53079516,0.5992274,0.6667985,0.5644051
0_40,0.06097585,0.17776282,0.12365724,0.19996566,0.14323288
0_41,0.052342832,0.23349667,0.08961223,0.1977719,0.14806156
0_42,0.032007813,0.08787379,0.05511239,0.07312006,0.0556051
0_43,0.022424266,0.091524884,0.060330406,0.07049729,0.098650664
0_44,0.3226018,0.8455758,0.6549859,0.48519439,0.54117656
0_45,0.9534037,0.5330059,0.51662725,0.42376423,0.61409473
0_46,0.8711254,0.56181014,0.52201605,0.42614537,0.6917449
0_47,0.24621683,0.68201905,0.6974077,0.55920565,0.4762829
0_48,0.13796252,0.50952375,0.5351591,0.5395278,0.49599412
0_49,0.076981485,0.201996,0.23087063,0.34386182,0.36782828
0_50,0.068841994,0.24864958,0.19586736,0.44867593,0.26466584
0_51,0.0652335,0.22996539,0.25027564,0.64123607,0.34483826
0_52,0.58366054,0.7140076,0.7211814,1.0577595,0.9198859
