id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.22825031,0.42200613,0.3013754,1.5748127,0.4967119
0_1,0.24716043,0.5477287,0.6137892,1.1537154,0.672281
0_2,0.18275237,0.34600222,0.3674382,0.6995702,0.65587103
0_3,0.29549193,0.7275216,0.6062392,1.104634,0.98523927
0_4,0.24870633,0.4151422,0.37765205,0.60056996,0.61908245
0_5,0.43037271,1.1575682,0.91931117,1.4783866,1.2595205
0_6,0.43664414,0.1706559,0.08207078,0.31238464,0.29877305
0_7,0.098224506,0.40905577,0.21843818,0.32802403,0.36772346
0_8,0.09062886,0.29042864,0.1706945,0.25756562,0.32579875
0_9,0.035496168,0.18063323,0.09396023,0.13140768,0.1319129
0_10,0.06289394,0.43345788,0.19709139,0.23585683,0.3467222
0_11,0.47221464,0.42694792,0.28989634,0.25681955,0.37935278
0_12,1.3273768,0.67108476,0.5210142,0.51653993,0.73998153
0_13,1.6403925,1.1168815,0.81617147,0.6312372,0.656579
0_14,1.0722127,1.1860654,0.8396738,0.90453345,1.0030516
0_15,1.3438458,1.1106849,0.8905727,0.8247315,0.81974196
0_16,0.60210764,0.8372723,0.6120536,0.71481824,0.63620555
0_17,0.41108796,0.60279334,0.53575456,0.5324818,0.6169107
0_18,0.098335996,0.2058889,0.13455275,0.1574899,0.20063926
0_19,0.074775666,0.6131079,0.30078402,0.30215147,0.3096021
0_20,0.057749085,0.15699625,0.084799126,0.10210032,0.11460911
0_21,0.06632809,0.2603675,0.1756877,0.15706122,0.14126633
0_22,0.10711819,0.3634761,0.23654386,0.26987016,0.2843178
0_23,0.25427446,0.32306945,0.3022685,0.23356909,0.26897624
0_24,0.59834355,1.5324981,1.352102,1.237674,0.8947861
0_25,0.4013127,0.25786,0.28357488,0.29638326,0.2979955
0_26,0.49732554,0.61124456,0.5204052,0.5815531,0.6816216
0_27,0.19088218,0.4951817,0.5282792,0.4357866,0.40758353
0_28,0.10336411,0.25393736,0.31526166,0.28610045,0.3288231
0_29,0.57899237,0.83966637,0.74837184,0.6810268,0.6212515
0_30,0.47253788,0.38875768,0.320771,0.4485377,0.4075066
0_31,0.100590795,0.28871244,0.115386516,0.18769917,0.12256199
0_32,0.04084445,0.11206392,0.040382795,0.08258253,0.047958247
0_33,0.025438508,0.117636584,0.023860209,0.073320396,0.03611533
0_34,0.10387481,0.13562357,0.055462353,0.06872565,0.086043164
0_35,1.020561,0.6755443,0.46569502,0.3669362,0.3664063
0_36,1.208981,0.96960145,0.7575001,0.6718731,0.74857515
0_37,1.170327,0.78874695,0.6889693,0.543924,0.63678
0_38,0.7353172,0.4660712,0.48627812,0.42472303,0.76180327
0_39,0.27909,0.39105815,0.4832513,0.4366426,0.45902556
0_40,0.07056117,0.22394535,0.14001608,0.15195295,0.17070195
0_41,0.034161624,0.2343955,0.079406925,0.1322757,0.14580047
0_42,0.024497587,0.11049381,0.0657268,0.0719178,0.08017917
0_43,0.039753065,0.15020457,0.09484072,0.12088059,0.14982952
0_44,0.44236153,0.64732605,0.547794,0.48000205,0.5337575
0_45,0.73798704,0.5473385,0.5735521,0.477793,0.63252354
0_46,0.71573853,0.51563936,0.46529007,0.39986926,0.61373603
0_47,0.24608444,0.4134208,0.46331602,0.35829622,0.39386946
0_48,0.09514731,0.39701498,0.37313223,0.39493978,0.4363284
0_49,0.08526154,0.23566434,0.21470739,0.2720787,0.33376414
0_50,0.09979091,0.295468,0.28060597,0.41360828,0.42025214
0_51,0.15159236,0.34949547,0.35724437,0.9654418,0.61372495
0_52,0.27382398,0.45853484,0.40325686,1.4691114,0.64089006
