id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
0_0,0.20138308,0.56092757,0.37901804,1.1378822,0.529099
0_1,0.124355674,0.9517274,0.6509948,1.2230914,0.7164003
0_2,0.12574255,0.38444227,0.3455035,0.5111359,0.60702413
0_3,0.15082899,0.5395059,0.41539508,0.737255,0.7032801
0_4,0.25084344,0.52916825,0.38897344,0.65073836,0.53373086
0_5,0.27966756,0.93641925,0.66781116,0.97854555,0.6812911
0_6,0.1921087,0.15015492,0.11646757,0.19470672,0.2240846
0_7,0.064393476,0.36669713,0.1653595,0.29008347,0.29234302
0_8,0.07469924,0.24634062,0.13588484,0.20727292,0.24636263
0_9,0.049771734,0.2156451,0.117572054,0.13382924,0.13739312
0_10,0.07224564,0.52728856,0.22401677,0.24894285,0.32516658
0_11,0.1833749,0.4257841,0.22481817,0.22425798,0.25637716
0_12,0.7832988,0.9515263,0.492994,0.650381,0.75593126
0_13,0.82682866,1.1232607,0.6668421,0.63266075,0.5752361
0_14,0.7183057,1.1212898,0.72874737,0.7120017,0.82528245
0_15,1.0173657,1.2838057,0.9960598,0.76919067,0.73798794
0_16,0.57208395,0.74594593,0.60129064,0.6624055,0.5601888
0_17,0.38200936,0.6919924,0.65191174,0.58005923,0.60566926
0_18,0.07294921,0.19329827,0.13360429,0.15097287,0.18405236
0_19,0.061879277,0.48954672,0.22857024,0.2546048,0.20735767
0_20,0.039653778,0.1423536,0.071711846,0.09661259,0.089013115
0_21,0.057183556,0.26693934,0.14760908,0.13744631,0.10758516
0_22,0.07413475,0.30322662,0.16862723,0.19806549,0.17827457
0_23,0.206492,0.27783895,0.22854242,0.18299338,0.19195041
0_24,0.5161483,1.2125952,0.94271016,0.91340464,0.6596173
0_25,0.2450321,0.25329655,0.23744982,0.2738865,0.29240996
0_26,0.31833243,0.44452265,0.3177065,0.4255846,0.5235072
0_27,0.2096113,0.47508913,0.44848412,0.41498637,0.34594473
0_28,0.12971827,0.34459916,0.32219484,0.3080346,0.31416208
0_29,0.3239501,0.6751462,0.515875,0.45209807,0.39043707
0_30,0.2938076,0.3842485,0.29340202,0.38244322,0.30652633
0_31,0.087705486,0.2933896,0.1350691,0.25376028,0.17005402
0_32,0.05360248,0.1270807,0.060433485,0.13411713,0.0738649
0_33,0.04722932,0.15856636,0.056510776,0.1631954,0.08024016
0_34,0.090828404,0.15001532,0.08908447,0.12781006,0.122326
0_35,0.9475062,0.8068298,0.7875085,0.5717786,0.5601016
0_36,0.8947015,0.6852308,0.6709418,0.5792961,0.67164433
0_37,0.8439271,0.70551264,0.8743522,0.6404844,0.74191916
0_38,0.58859336,0.4100397,0.5651144,0.42640346,0.6500695
0_39,0.2673898,0.44320872,0.5942156,0.52292275,0.5054372
0_40,0.09388847,0.30425996,0.23852856,0.2613324,0.25663614
0_41,0.091109626,0.2336173,0.13879107,0.19223715,0.2175762
0_42,0.056858905,0.1312525,0.103913024,0.10912629,0.118080616
0_43,0.04963498,0.1553975,0.13951066,0.17057908,0.22037572
0_44,0.40397143,0.48149753,0.5059825,0.45747688,0.5093573
0_45,0.8200212,0.37683603,0.5623497,0.4598059,0.62558275
0_46,0.65286255,0.2922995,0.40556866,0.3871997,0.568876
0_47,0.18279167,0.28407407,0.39303344,0.34455946,0.33469176
0_48,0.09845853,0.33188558,0.3359403,0.42299026,0.38120937
0_49,0.114173695,0.18891749,0.20176055,0.2855578,0.31193417
0_50,0.07407029,0.22754303,0.21094954,0.34050834,0.27963424
0_51,0.07200938,0.2703859,0.31686258,0.5515822,0.42231977
0_52,0.467645,0.5132606,0.55718625,0.91275567,0.6722436
