id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
10421216_0,0.8562442,0.8020496,0.65232825,1.5836781,0.583918
10421216_1,0.71977377,1.0041478,0.8827784,1.5960693,0.8474015
10421216_2,0.279285,0.32443318,0.2048277,0.6016923,0.3241244
10421216_3,0.13236174,0.2761291,0.14497066,0.4483583,0.19778702
10421216_4,0.052776128,0.120036975,0.081921175,0.25690985,0.059834108
10421216_5,0.05202394,0.10940091,0.060321394,0.2336793,0.06017965
10421216_6,0.09742336,0.40060896,0.15242636,0.42765298,0.1913242
10421216_7,0.099092446,0.19950268,0.10028968,0.28250116,0.09740906
10421216_8,0.15023765,0.4330082,0.30017,0.4691377,0.25867146
10421216_9,0.5124153,0.41152894,0.26704276,0.5318402,0.35758066
10421216_10,0.60921204,0.34183055,0.2963551,0.44563654,0.2338125
10421216_11,0.37671846,0.273525,0.2300669,0.49413508,0.31004897
10421216_12,0.2975312,0.21034355,0.21455991,0.4132491,0.21816356
10421216_13,0.22584954,0.21193862,0.24680285,0.36422598,0.15936373
10421216_14,0.42208892,0.3536566,0.40173274,0.49808043,0.32114124
10421216_15,0.65945756,0.52923197,0.48525506,0.67969406,0.5513563
10421216_16,0.46943277,0.5949099,0.6523923,0.5437316,0.36749166
10421216_17,0.24397194,0.5722458,0.5759207,0.5734445,0.41828132
10421216_18,0.3766092,0.5757681,0.48001575,0.53253365,0.44239575
10421216_19,0.25438136,0.300566,0.2869389,0.29503566,0.19398586
10421216_20,0.1804791,0.47252327,0.41207325,0.4451146,0.3190519
10421216_21,0.4684229,0.96622634,0.71564996,0.72313404,0.49687642
10421216_22,0.5422398,0.45524713,0.35007724,0.52621144,0.3593795
10421216_23,0.47839278,0.482144,0.33855605,0.4949659,0.29977337
10421216_24,0.3297886,0.31059432,0.2402868,0.42281544,0.26208466
10421216_25,0.14461696,0.16749191,0.16898319,0.26381654,0.09760398
10421216_26,0.23599797,0.22871721,0.22100884,0.3559559,0.26356584
10421216_27,0.9621917,0.6379073,0.458032,0.687023,0.6546217
10421216_28,0.36609042,0.527912,0.5166912,0.4314555,0.24668482
10421216_29,0.5901512,1.0543145,0.92973876,0.8364258,0.5294192
10421216_30,0.74142206,1.0280912,0.7486564,0.8472711,0.6519038
10421216_31,0.5589299,0.86136377,0.7962065,0.69516623,0.46281326
10421216_32,0.23729448,0.2988605,0.2263341,0.37142694,0.22943725
10421216_33,0.11930079,0.25668567,0.10438725,0.30791667,0.07279868
10421216_34,0.05535943,0.118008964,0.04789161,0.21235742,0.013383549
10421216_35,0.024290115,0.057106584,0.03214302,0.14352687,-0.010356346
10421216_36,0.08639623,0.17646083,0.073011376,0.21383113,0.07127484
10421216_37,0.24153519,0.48524785,0.23144133,0.3337619,0.16635624
10421216_38,0.42743886,1.2848117,0.8614136,0.7842387,0.38128006
10421216_39,0.84092784,0.65179116,0.40509015,0.5024285,0.29583207
10421216_40,0.7351693,0.7136505,0.53246677,0.59979296,0.33385867
10421216_41,0.095974974,0.17962077,0.084359534,0.25329822,0.08349406
10421216_42,0.034866124,0.12615839,0.034442328,0.19833073,-0.0065695085
10421216_43,0.026012696,0.12703298,0.03197456,0.19081709,-0.021048026
10421216_44,0.03551428,0.12117958,0.041570254,0.18779477,0.00292716
10421216_45,0.08753068,0.154515,0.06010794,0.22803651,0.059921533
10421216_46,0.057727367,0.15325585,0.07055777,0.20411448,0.010775356
10421216_47,0.026906788,0.10802513,0.04862513,0.17182769,0.009960635
10421216_48,0.06443488,0.2379108,0.07097417,0.26159,0.06522873
