id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
10421216_0,0.62467915,0.4379776,0.22510317,0.53923047,0.39285773
10421216_1,0.34185022,0.9645772,0.67098546,0.86980313,0.5744053
10421216_2,0.025638055,0.16014606,0.027704462,0.2837361,0.20941754
10421216_3,-0.013267539,0.08896793,0.01739499,0.18262452,0.13182214
10421216_4,-0.024860002,0.060028456,0.017526701,0.12853244,0.07831078
10421216_5,-0.019566126,0.08699902,0.024827763,0.115752354,0.0771395
10421216_6,0.01934623,0.25534096,0.0965985,0.23097369,0.14285135
10421216_7,-0.0043841954,0.12435228,0.046912298,0.11625974,0.072493345
10421216_8,0.05068501,0.36481497,0.18919426,0.28512833,0.17159483
10421216_9,0.3343014,0.312931,0.15093288,0.26587862,0.22420633
10421216_10,0.40292692,0.2869307,0.19726193,0.25897902,0.22041506
10421216_11,0.17896746,0.24120165,0.14544423,0.29834795,0.2748627
10421216_12,0.076598786,0.16001016,0.1180933,0.22440606,0.18757215
10421216_13,0.052427657,0.18310657,0.14048132,0.24369548,0.20299911
10421216_14,0.14650476,0.34996223,0.27165395,0.3644437,0.30798575
10421216_15,0.3259319,0.46602345,0.31731975,0.48404852,0.45912224
10421216_16,0.2315795,0.3892907,0.33760512,0.29873303,0.28570232
10421216_17,0.16834384,0.49997008,0.3985429,0.48383898,0.4294539
10421216_18,0.24275427,0.61589646,0.4206484,0.4386459,0.3976626
10421216_19,0.17353587,0.41052836,0.31941164,0.27923092,0.26804924
10421216_20,0.08770872,0.52208745,0.3869002,0.40526944,0.3833695
10421216_21,0.34970224,1.065495,0.67707455,0.67811847,0.48511642
10421216_22,0.4421357,0.48909694,0.3106288,0.48987246,0.3922527
10421216_23,0.29137865,0.3481804,0.21275781,0.3408806,0.24483186
10421216_24,0.13462467,0.2386351,0.15468553,0.31957477,0.23185721
10421216_25,0.04408803,0.12969017,0.09586404,0.20475072,0.13301928
10421216_26,0.16928641,0.22409162,0.17879938,0.2814702,0.30427265
10421216_27,0.78258616,0.5491594,0.40746295,0.5030921,0.55074686
10421216_28,0.37488782,0.49717703,0.45813936,0.36672974,0.38016212
10421216_29,0.47087163,1.070147,0.86741555,0.70354897,0.58127475
10421216_30,0.60805964,0.78649133,0.5427575,0.55187804,0.49260354
10421216_31,0.45841137,0.63883585,0.54643846,0.47463202,0.44428444
10421216_32,0.17021331,0.31683892,0.19565625,0.33725134,0.28614676
10421216_33,0.052485026,0.18991378,0.09301491,0.21566553,0.11914609
10421216_34,0.011835212,0.13899437,0.069058016,0.19680798,0.08836266
10421216_35,0.006344,0.0908577,0.051928893,0.14850985,0.0629656
10421216_36,0.030199237,0.14324832,0.06953135,0.17400424,0.09149174
10421216_37,0.115137875,0.26222175,0.14257824,0.20812583,0.1631026
10421216_38,0.2932858,1.0728208,0.65897524,0.6574544,0.42322117
10421216_39,0.69339734,0.5203755,0.3084051,0.330657,0.29128355
10421216_40,0.67100173,0.82489514,0.482244,0.75193465,0.50002784
10421216_41,0.07162582,0.17423092,0.09138937,0.27199772,0.16398072
10421216_42,0.006736869,0.11405245,0.055838183,0.1725497,0.06690906
10421216_43,-0.0139542725,0.110934116,0.05854112,0.16584992,0.057012886
10421216_44,0.0038240347,0.15693966,0.07235119,0.18983218,0.06556084
10421216_45,0.03912068,0.17736764,0.0767415,0.19355181,0.104682654
10421216_46,0.017927758,0.12142074,0.0741037,0.1415945,0.070528015
10421216_47,0.019990318,0.133021,0.07775444,0.16703042,0.08067265
10421216_48,0.037122913,0.23916331,0.10476426,0.22281715,0.11934669
10421216_49,0.021899292,0.118969984,0.085898325,0.1461117,0.07615881
10421216_50,0.049644656,0.1615091,0.08378914,0.19141637,0.12233818
10421216_51,0.044988923,0.28971595,0.12453902,0.25997648,0.12560253
10421216_52,0.03089539,0.12408342,0.057565644,0.1601192,0.0670597
10421216_53,0.011455486,0.14645463,0.07315767,0.19438204,0.08563974
10421216_54,0.025830606,0.14417002,0.08675596,0.20586175,0.11309985
10421216_55,0.16532521,0.2626894,0.17679766,0.3614968,0.2225989
10421216_56,0.17233911,0.20331739,0.15457124,0.24023904,0.24137482
10421216_57,0.4821695,0.4428054,0.33408147,0.42926872,0.45025045
10421216_58,0.24566592,0.4477784,0.43339312,0.32876718,0.32640636
10421216_59,0.51723003,1.1695149,0.97763455,0.8079727,0.67201126
10421216_60,0.6210624,0.8713645,0.66303337,0.5864227,0.5539238
10421216_61,0.47322243,0.81968075,0.754059,0.5731473,0.47506785
10421216_62,0.274534,0.6168595,0.40552986,0.6560112,0.4957304
10421216_63,0.10279623,0.23870605,0.13103826,0.31828055,0.16992396
10421216_64,0.022679487,0.15358302,0.083661795,0.25195843,0.11248304
10421216_65,0.0143762175,0.107303746,0.07170172,0.18309882,0.07568354
10421216_66,0.023531193,0.15962644,0.08078949,0.22514781,0.094892435
10421216_67,0.035272412,0.18190205,0.09580548,0.23091361,0.10680259
10421216_68,0.03864377,0.19883248,0.12191597,0.23125109,0.13246748
10421216_69,0.104821496,0.21876667,0.16102988,0.21513519,0.18589535
10421216_70,0.36690193,0.6639893,0.45565546,0.45283997,0.48174357
10421216_71,0.40458888,1.7576357,1.3044764,1.1178039,0.79523396
10421216_72,0.2034882,0.32164812,0.20307973,0.21618909,0.17148606
10421216_73,0.36559522,0.72010016,0.5059869,0.61958104,0.5368005
10421216_74,0.10533105,0.305537,0.19010833,0.30874985,0.24725938
10421216_75,0.028556608,0.186242,0.124614224,0.21049422,0.12699911
10421216_76,0.012676918,0.18132286,0.11965871,0.20399174,0.11400983
10421216_77,0.09987323,0.2968039,0.17558192,0.2704702,0.15955341
10421216_78,0.71687055,0.6979839,0.36876783,0.65835506,0.52282
10421216_79,0.31304345,0.36495578,0.32165742,0.33072424,0.24675067
10421216_80,0.14624795,0.32790607,0.30319732,0.35419488,0.33541915
10421216_81,0.5491708,0.4587243,0.36086363,0.4352424,0.4342599
10421216_82,0.33677113,0.2625746,0.2587124,0.24903762,0.27786323
10421216_83,0.26747656,0.3873642,0.36454916,0.422353,0.49180943
10421216_84,0.57887805,0.695736,0.5816381,0.60282564,0.48191923
10421216_85,0.3948243,0.39548093,0.3196743,0.47760952,0.47127068
10421216_86,0.49534893,0.43435496,0.3240466,0.47002238,0.41679174
10421216_87,0.24020271,0.3249082,0.23856397,0.46688032,0.32752883
10421216_88,0.024516545,0.12049061,0.0703993,0.18845655,0.11745549
10421216_89,0.017783187,0.15464078,0.094381794,0.21080607,0.141372
10421216_90,0.07298916,0.35131472,0.20219542,0.31598058,0.27469635
10421216_91,0.20058483,0.98573273,0.69358706,0.61718094,0.5644796
10421216_92,0.38088825,1.2183268,0.8303491,0.74717605,0.6165621
10421216_93,0.42677814,1.279355,0.8338447,0.7690475,0.7692287
10421216_94,0.4675184,1.2160354,0.9213888,0.854572,0.7511322
10421216_95,0.13358067,0.35017702,0.2253108,0.35768172,0.32425928
10421216_96,0.08743704,0.35176936,0.19427271,0.35416174,0.259403
10421216_97,0.027723975,0.1419402,0.0930323,0.22696623,0.12785442
10421216_98,0.018397862,0.09239332,0.06896141,0.17726056,0.09258231
10421216_99,0.03567124,0.12943415,0.07932629,0.20568343,0.09054876
10421216_100,0.03133387,0.14010823,0.08613075,0.20877749,0.094705656
10421216_101,0.06682462,0.29066503,0.15572178,0.42088282,0.207759
10421216_102,0.09729405,0.23307675,0.109435245,0.39095396,0.1693038
10421216_103,0.03604632,0.2514727,0.11805415,0.36619747,0.1676224
10421216_104,0.024668343,0.14701864,0.07323274,0.23466513,0.09787795
10421216_105,0.05148039,0.1581103,0.06604989,0.21769008,0.09474824
10421216_106,0.04000739,0.12875712,0.061223045,0.20550948,0.084874064
10421216_107,0.039357357,0.12711805,0.066041544,0.17777066,0.08857895
10421216_108,0.1147317,0.3517643,0.16942778,0.31826895,0.19635218
10421216_109,0.3058421,0.3760568,0.22405018,0.31287175,0.30432907
10421216_110,2.352458,2.7200055,1.7417116,1.4781396,1.2889749
10421216_111,1.6133648,1.9129205,1.2087784,1.174795,0.9456308
10421216_112,0.830606,0.8228867,0.5013919,0.4870484,0.33447075
10421216_113,1.5489578,2.2590523,1.3698949,1.5888141,1.2885035
10421216_114,0.41529477,0.30567157,0.23161574,0.28549206,0.2677387
10421216_115,0.06752444,0.19264102,0.106595844,0.22264823,0.1279701
10421216_116,0.018038834,0.13697511,0.068817124,0.17335299,0.069506675
10421216_117,0.032251723,0.23619309,0.118334964,0.24557135,0.09647556
10421216_118,0.09436463,0.1395857,0.07167055,0.17503336,0.08658121
