id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
10421216_0,0.8610229,1.192344,1.1414198,1.2538993,1.0441412
10421216_1,0.23240212,0.4206265,0.2562994,0.41548848,0.22862275
10421216_2,0.09608613,0.19204628,0.10915062,0.23779665,0.13470028
10421216_3,0.054921314,0.24389973,0.09055576,0.25765723,0.109075576
10421216_4,0.022723079,0.09553465,0.046056047,0.16900027,0.061676204
10421216_5,0.020781487,0.099299386,0.046472102,0.12899964,0.06819704
10421216_6,0.046637133,0.3741952,0.10870643,0.354232,0.1839321
10421216_7,0.033037946,0.12834087,0.045003414,0.13498932,0.06568304
10421216_8,0.14984769,0.48319378,0.29670042,0.2787146,0.20881343
10421216_9,0.92522454,0.34886405,0.2708943,0.25408274,0.25844267
10421216_10,0.3179234,0.5785297,0.6166394,0.25967097,0.21573523
10421216_11,0.3137638,0.31511426,0.19167888,0.31842995,0.24443519
10421216_12,0.46511078,0.2017494,0.15175147,0.34240383,0.20869665
10421216_13,0.08336496,0.22279155,0.2602403,0.2882133,0.24354693
10421216_14,0.28710815,0.30558822,0.4168618,0.42823786,0.32831848
10421216_15,0.6797124,0.58347976,0.5215767,0.75470686,0.8724582
10421216_16,0.26430202,0.5530072,0.5893345,0.47765523,0.38688087
10421216_17,0.19682193,0.49961466,0.5486289,0.6370007,0.5828756
10421216_18,0.33647048,0.4106961,0.29686376,0.41498178,0.6011937
10421216_19,0.23269042,0.30126923,0.35235602,0.28208083,0.34168828
10421216_20,0.14748913,0.32898974,0.5025486,0.38234237,0.46299452
10421216_21,0.470043,0.9511427,1.0037242,0.9522252,0.77239215
10421216_22,0.3398231,0.16419984,0.13360947,0.17458126,0.15021677
10421216_23,0.33959824,0.2792238,0.27218956,0.24928242,0.25825644
10421216_24,0.31278214,0.21998304,0.2753394,0.36926946,0.32453394
10421216_25,0.17226656,0.08055571,0.2634012,0.29489592,0.2341404
10421216_26,0.12749234,0.12257321,0.11705312,0.18986076,0.28657997
10421216_27,1.3361976,0.50625217,0.5298246,0.56142056,0.84085375
10421216_28,0.34343672,0.6717491,0.89498115,0.44780278,0.45388025
10421216_29,0.5166039,1.0167207,0.96907055,0.76632345,0.55617964
10421216_30,0.8474362,1.050784,0.79219556,0.83435756,0.9039184
10421216_31,0.2334955,0.7384063,0.7504195,0.59770775,0.47821772
10421216_32,0.14176627,0.27739993,0.20692697,0.2680171,0.22084905
10421216_33,0.07728334,0.25215036,0.09302573,0.18466865,0.10571043
10421216_34,0.014824644,0.07059486,0.029522419,0.07759623,0.01749225
10421216_35,0.009414196,0.048632532,0.023567423,0.040650293,0.027058586
10421216_36,0.0433909,0.14295577,0.05099003,0.12190607,0.10208824
10421216_37,0.1458447,0.40238178,0.28688607,0.23567739,0.15058926
10421216_38,0.27328032,1.1506557,1.0682588,0.9908906,0.5916956
10421216_39,0.85847044,0.5753465,0.50702417,0.38500652,0.46244875
10421216_40,0.410908,0.5673569,0.3702759,0.41263145,0.3168431
10421216_41,0.005932033,0.11214991,0.04054153,0.08135554,-0.0032811463
10421216_42,0.016763851,0.10474779,0.028044999,0.09269868,0.040474206
10421216_43,0.0023050606,0.09297848,0.016135067,0.079558834,0.015301198
10421216_44,0.00025954843,0.094072536,0.019887775,0.073515505,0.041528463
10421216_45,0.03699948,0.14284682,0.016630962,0.11962786,0.114417076
10421216_46,0.01627314,0.07756886,0.027510256,0.051867813,0.031229258
