id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
10421216_0,0.7117211,0.664603,0.668273,1.0837729,0.71323234
10421216_1,0.53155106,0.7877296,0.6261836,1.1228083,0.72755265
10421216_2,0.09380432,0.3902981,0.23032299,0.4160727,0.29639247
10421216_3,0.043557867,0.24597418,0.108400665,0.29765242,0.15467319
10421216_4,0.01246573,0.12587193,0.056039944,0.16354527,0.07119267
10421216_5,0.022178061,0.17680322,0.06946979,0.22032674,0.113333374
10421216_6,0.059462957,0.440773,0.17867386,0.42138755,0.22931798
10421216_7,0.041663207,0.19058327,0.08955452,0.2628109,0.12032319
10421216_8,0.07536232,0.5956005,0.31389973,0.6095182,0.33260465
10421216_9,0.47806817,0.39678615,0.25870025,0.5107439,0.32810414
10421216_10,0.67968154,0.46730283,0.40592283,0.5710096,0.35178548
10421216_11,0.2674297,0.34291852,0.27407673,0.52745616,0.40110046
10421216_12,0.17888556,0.25145227,0.22277552,0.47429556,0.25700635
10421216_13,0.13337272,0.24447504,0.22805,0.4801901,0.26637864
10421216_14,0.24618477,0.36900556,0.3651011,0.6352682,0.37505555
10421216_15,0.54631674,0.57857907,0.4981154,0.952639,0.63390803
10421216_16,0.35647827,0.5051333,0.47573313,0.5867059,0.38796675
10421216_17,0.1867561,0.7268328,0.6374911,0.79277366,0.58962965
10421216_18,0.18758132,0.59740514,0.4804125,0.5920995,0.5077734
10421216_19,0.17177013,0.35533398,0.31149805,0.35629588,0.31056
10421216_20,0.11747669,0.51279116,0.39916843,0.49967137,0.397317
10421216_21,0.19709155,0.6900653,0.4874444,0.65122604,0.42478198
10421216_22,0.3048854,0.27988002,0.20037973,0.42491776,0.28168023
10421216_23,0.22705331,0.36875114,0.2311426,0.43607473,0.26961392
10421216_24,0.14145647,0.22993302,0.13854823,0.3860532,0.21931984
10421216_25,0.07138765,0.1388411,0.090250164,0.22542776,0.12309565
10421216_26,0.14066476,0.18018752,0.12392993,0.2885508,0.21634713
10421216_27,0.5243912,0.43166545,0.2644317,0.48247883,0.4309311
10421216_28,0.30592433,0.44753495,0.36745,0.4118151,0.3146776
10421216_29,0.30354142,0.85850847,0.69960886,0.68270946,0.50268424
10421216_30,0.6144518,0.7945903,0.61316335,0.73149335,0.597624
10421216_31,0.51478446,0.54138696,0.46633416,0.47483987,0.41260582
10421216_32,0.19958262,0.36091655,0.24824871,0.3826897,0.31769198
10421216_33,0.042467147,0.2066211,0.08737862,0.17849281,0.091129854
10421216_34,0.013655201,0.13868225,0.04897125,0.11711625,0.051531494
10421216_35,0.0031618327,0.089458786,0.031514347,0.07532677,0.037264116
10421216_36,0.029391699,0.17247957,0.058759615,0.14020482,0.07571223
