id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
10421216_0,0.6063064,0.52928174,0.26125178,0.69330645,0.33486432
10421216_1,0.50643724,1.4760072,0.88032854,1.2262948,0.7518145
10421216_2,-0.03457345,0.24078876,-0.0089575015,0.2939804,0.18899001
10421216_3,-0.028308146,0.098489,-0.02074065,0.17381766,0.12093727
10421216_4,-0.03410794,0.04864791,0.011167793,0.098106965,0.06797275
10421216_5,-0.013288572,0.070849136,0.042371087,0.12185112,0.10138611
10421216_6,0.015789099,0.2746685,0.15072352,0.27899602,0.23574233
10421216_7,0.015329778,0.1450567,0.1163574,0.15737611,0.143833
10421216_8,0.06158384,0.39360052,0.3006652,0.35352835,0.29220694
10421216_9,0.39254472,0.37569413,0.28185868,0.42843354,0.41391724
10421216_10,0.5807397,0.4607969,0.45876786,0.46746257,0.41396695
10421216_11,0.28413188,0.31041604,0.32267782,0.4308353,0.3937837
10421216_12,0.16302983,0.2317163,0.29456794,0.38337874,0.31044894
10421216_13,0.14707026,0.2483452,0.3020866,0.38072744,0.30873793
10421216_14,0.28829095,0.32180703,0.37559205,0.4641557,0.36377367
10421216_15,0.5244616,0.4267834,0.46958536,0.55844724,0.58629847
10421216_16,0.34893468,0.46242836,0.5628964,0.35945803,0.3552834
10421216_17,0.17998067,0.6974138,0.78882056,0.61839634,0.52324617
10421216_18,0.24623045,0.57311237,0.57544875,0.49862716,0.49914828
10421216_19,0.15133514,0.29905793,0.37080568,0.22884226,0.32063612
10421216_20,0.12366749,0.40959165,0.44439846,0.3783813,0.36050057
10421216_21,0.2755155,0.6683209,0.5991762,0.54859245,0.4905753
10421216_22,0.31630766,0.32936865,0.3236743,0.40104687,0.38338155
10421216_23,0.26760837,0.41771585,0.36249593,0.46960068,0.382633
10421216_24,0.166214,0.2351313,0.23235188,0.37302366,0.31997496
10421216_25,0.096980385,0.18174005,0.19317913,0.24519815,0.188943
10421216_26,0.20961967,0.20635861,0.22845596,0.290366,0.29299283
10421216_27,0.58907676,0.3752429,0.3699175,0.41263735,0.49468857
10421216_28,0.30823785,0.44153398,0.5423568,0.36947176,0.33921
10421216_29,0.4243677,0.8108053,0.8639146,0.68938625,0.5667691
10421216_30,0.59957284,0.6358545,0.60880077,0.57830364,0.55509096
10421216_31,0.45331594,0.69611144,0.7296423,0.54709494,0.5004217
10421216_32,0.14514513,0.28097835,0.25812042,0.31015503,0.28970063
10421216_33,0.02089011,0.22380522,0.14419438,0.20646566,0.15378745
10421216_34,-0.010106444,0.12857491,0.09566189,0.14382116,0.106942385
10421216_35,-0.016887754,0.0929396,0.077443704,0.11685625,0.08620136
10421216_36,0.03940659,0.19353466,0.15336454,0.20237187,0.16839667
10421216_37,0.11171583,0.4651274,0.38369256,0.3526835,0.26566687
10421216_38,0.23453067,1.1433169,0.91300976,0.75670445,0.4842981
10421216_39,0.6636069,0.6131742,0.46060386,0.4410665,0.33979145
10421216_40,0.69797945,0.858964,0.7571757,0.81167614,0.5430117
10421216_41,0.011652149,0.1949532,0.10763995,0.23888221,0.12812684
10421216_42,-0.0068955794,0.15575525,0.07187879,0.16664942,0.06796265
10421216_43,-0.02335839,0.14412415,0.06286588,0.14199165,0.050524503
10421216_44,-0.01136297,0.14456365,0.07077739,0.13532028,0.06677574
10421216_45,0.015279591,0.1406732,0.07308473,0.13511881,0.098287664
10421216_46,-0.009570673,0.17462935,0.11124809,0.13893515,0.09186686
10421216_47,-0.017964609,0.14580926,0.09275382,0.12985542,0.08947059
10421216_48,-0.017232686,0.20237795,0.10240252,0.15855837,0.113258936
10421216_49,-0.003611602,0.118217155,0.0943524,0.10320045,0.095770895
10421216_50,0.020178251,0.11498755,0.103398144,0.14297874,0.14327906
10421216_51,0.01456663,0.22655728,0.12928031,0.19855273,0.158299
10421216_52,-0.0056148693,0.13129552,0.09350571,0.14362188,0.11275327
10421216_53,-0.007647738,0.13705549,0.10080963,0.19011047,0.12976667
10421216_54,0.021832615,0.13272312,0.09559023,0.17871743,0.104790926
10421216_55,0.20061143,0.36319858,0.33401766,0.51336086,0.34891814
10421216_56,0.23478988,0.23267254,0.2437495,0.3058561,0.29744947
10421216_57,0.51202357,0.39928034,0.42263484,0.47000027,0.5068178
10421216_58,0.28135478,0.47789216,0.5999402,0.3921759,0.3503541
10421216_59,0.52684915,0.9913988,1.1886075,0.9781431,0.7907909
10421216_60,0.6967987,0.8625288,0.89515007,0.7733905,0.6906334
10421216_61,0.47256273,0.83325124,0.9149327,0.691028,0.5254117
10421216_62,0.26599663,0.4896989,0.46756226,0.6624447,0.47331733
10421216_63,0.04180286,0.2751162,0.18002218,0.38067967,0.21022254
10421216_64,-0.010548659,0.1254726,0.091150776,0.20266974,0.108544216
10421216_65,-0.0138658285,0.095976576,0.071591854,0.1530118,0.072816774
10421216_66,-0.011186622,0.17038839,0.09345772,0.18759227,0.09176782
10421216_67,-0.007659517,0.18349189,0.11409121,0.1888487,0.11010119
10421216_68,-0.0064362884,0.1302433,0.11685848,0.14618751,0.11620262
10421216_69,0.0674742,0.17275664,0.19572085,0.17354195,0.19870147
