id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
10421216_0,0.45489493,0.55690205,0.5576626,1.5047662,0.5842813
10421216_1,0.63848317,0.69169545,0.5869793,1.1953351,0.66015303
10421216_2,0.15696682,0.34755844,0.24399224,0.5818701,0.3537768
10421216_3,0.060289044,0.19480342,0.1297148,0.30875292,0.21532562
10421216_4,0.016073212,0.10945981,0.058324188,0.14519888,0.09976277
10421216_5,0.018582545,0.120266214,0.05784744,0.13620144,0.10612126
10421216_6,0.06977792,0.37646198,0.15698723,0.30999637,0.23783566
10421216_7,0.070117,0.17026182,0.09222094,0.14640349,0.122734725
10421216_8,0.13552587,0.5326508,0.30248666,0.36066926,0.28152788
10421216_9,0.51920545,0.49767762,0.32204515,0.37611312,0.42322838
10421216_10,0.5440303,0.48652107,0.3959962,0.38614398,0.33206862
10421216_11,0.38446334,0.32839966,0.30963176,0.39133167,0.40103462
10421216_12,0.359393,0.25414073,0.2858265,0.33435544,0.3198918
10421216_13,0.26815605,0.29505146,0.32513702,0.34578025,0.32436094
10421216_14,0.40018177,0.4153666,0.42810735,0.41807628,0.36191815
10421216_15,0.66820085,0.6793081,0.58839583,0.7165655,0.7335421
10421216_16,0.43346307,0.6282911,0.6929412,0.50821173,0.43669537
10421216_17,0.32848257,0.74657774,0.7306854,0.70824003,0.5853109
10421216_18,0.38625717,0.6058853,0.46813193,0.47438768,0.45980838
10421216_19,0.22243236,0.31695125,0.33379138,0.25529373,0.28675294
10421216_20,0.22168829,0.49837166,0.44181207,0.4236181,0.40651456
10421216_21,0.4648541,0.94160116,0.6084956,0.6560091,0.5128294
10421216_22,0.49545962,0.44772398,0.33652103,0.5059465,0.44946557
10421216_23,0.23439756,0.2891421,0.1843782,0.2423731,0.21301602
10421216_24,0.13091595,0.17241137,0.13717985,0.21030515,0.23856492
10421216_25,0.09266804,0.14511865,0.12572289,0.16394529,0.14102969
10421216_26,0.17555332,0.19770542,0.16866516,0.23105259,0.24929513
10421216_27,0.9516101,0.57342166,0.4352286,0.5140887,0.65136707
10421216_28,0.42580956,0.6073667,0.59445536,0.42260277,0.388875
10421216_29,0.58021724,1.0302496,0.93185997,0.6994484,0.5498127
10421216_30,0.8111882,1.0392575,0.8175721,0.78652465,0.7564378
10421216_31,0.5744969,0.8553145,0.74001235,0.6055923,0.46210182
10421216_32,0.26051903,0.4580591,0.3263644,0.4521826,0.33943528
10421216_33,0.072883144,0.21000868,0.093672186,0.16222785,0.103460684
10421216_34,0.01304299,0.11033819,0.046285614,0.08856638,0.04934718
10421216_35,0.00961826,0.07514422,0.029003106,0.059946947,0.036817707
10421216_36,0.05784039,0.15569669,0.06451017,0.12586358,0.098046325
10421216_37,0.18134657,0.35568127,0.2278756,0.23122823,0.17849243
10421216_38,0.27179292,0.89332664,0.70686364,0.5784526,0.36262453
10421216_39,0.90322125,0.7382082,0.6167705,0.52565527,0.48528397
10421216_40,0.83869505,0.9191382,0.7023541,0.7101935,0.45942086
10421216_41,0.07532905,0.15884036,0.08074112,0.15966952,0.12856439
10421216_42,0.006829202,0.10542815,0.03136317,0.06956008,0.03835624
10421216_43,-0.0019957833,0.09740846,0.022430021,0.048804924,0.019836582
10421216_44,0.0002666749,0.10026921,0.020892294,0.059406467,0.015951581
10421216_45,0.03207768,0.13263467,0.040937472,0.08196929,0.085595235
10421216_46,0.012292884,0.14939785,0.053262994,0.07503243,0.038525388
10421216_47,0.0043188296,0.13159463,0.05289383,0.07829146,0.05841014
10421216_48,0.027545303,0.22333747,0.06962159,0.105354816,0.073443845
10421216_49,0.01131827,0.13271362,0.06879106,0.074965194,0.06390196
10421216_50,0.034510992,0.13844442,0.07207051,0.09629206,0.09067287
10421216_51,0.02916085,0.26704672,0.073090516,0.13318697,0.062161893
10421216_52,0.017625004,0.09683144,0.029206987,0.064772926,0.04811724
10421216_53,0.011677815,0.118555926,0.027445694,0.085162885,0.032181807
10421216_54,0.02912819,0.09485787,0.03938794,0.08948109,0.061114956
10421216_55,0.10634868,0.22176419,0.20862211,0.28535217,0.21210864
10421216_56,0.23776683,0.23842207,0.22064102,0.28266427,0.2555338
10421216_57,0.7732283,0.6269457,0.531509,0.5517685,0.57449293
10421216_58,0.376643,0.6369903,0.67258704,0.41451192,0.3527137
10421216_59,0.6104667,1.1506466,1.0679996,0.74542737,0.5676369
10421216_60,0.8799696,1.1731161,0.9362489,0.78510344,0.69831485
10421216_61,0.525032,0.9858088,0.94779384,0.6015199,0.38967755
10421216_62,0.34862095,0.7667272,0.57913554,0.7070513,0.5052947
10421216_63,0.10078748,0.24083868,0.12037134,0.2058231,0.12777026
10421216_64,0.0042840727,0.08665473,0.031066805,0.07302725,0.038488712
10421216_65,0.0030407142,0.07296092,0.020987406,0.044566378,0.021935482
10421216_66,0.0083278455,0.15235168,0.037281968,0.08667283,0.040357716
10421216_67,0.005013494,0.16185439,0.044831906,0.08800714,0.03760627
10421216_68,0.013819125,0.12014456,0.0565712,0.076055884,0.06281644
10421216_69,0.06591503,0.15338212,0.108158365,0.11326259,0.12903199
10421216_70,0.55228144,1.0128403,0.6976125,0.5160538,0.40540347
10421216_71,0.4780063,2.0442846,1.4446471,1.0712817,0.6219964
10421216_72,0.28835908,0.3764091,0.23627436,0.2274639,0.20403093
10421216_73,0.21189408,0.5917438,0.37493384,0.3572442,0.35930538
10421216_74,0.04652543,0.18406619,0.08797641,0.13403453,0.12997162
10421216_75,0.011602189,0.15933684,0.05815695,0.08515428,0.055637553
10421216_76,0.005881753,0.12759383,0.050854035,0.06767005,0.0619698
10421216_77,0.07451008,0.27399302,0.10829185,0.13217235,0.114830196
10421216_78,0.48962855,0.6659895,0.42283726,0.49271786,0.52974796
