id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
10421216_0,0.99755746,1.8666006,1.5121675,1.8093667,1.2557153
10421216_1,0.3818087,0.32902378,0.2827129,0.5134633,0.37358224
10421216_2,0.18056308,0.2862385,0.18876722,0.43963367,0.29028666
10421216_3,0.1451796,0.22763826,0.15128681,0.35211524,0.2645951
10421216_4,0.03557387,0.13705155,0.074674815,0.17289113,0.104173824
10421216_5,0.057439834,0.13529728,0.0810958,0.16030768,0.1566287
10421216_6,0.1089766,0.5378436,0.25416565,0.41154253,0.34071591
10421216_7,0.09407939,0.211152,0.1489154,0.16579786,0.16244482
10421216_8,0.11600806,0.44413006,0.3372875,0.32876325,0.29939774
10421216_9,0.899551,0.44513506,0.36580372,0.3578901,0.48364753
10421216_10,0.6118684,0.2874834,0.35365638,0.2776529,0.2542243
10421216_11,0.28565863,0.23979262,0.25139704,0.41729033,0.2573108
10421216_12,0.32233858,0.22940633,0.23081905,0.42994207,0.32137397
10421216_13,0.24132414,0.25321785,0.36260012,0.38784295,0.31651595
10421216_14,0.3015979,0.58011043,0.64209425,0.5423771,0.48651293
10421216_15,0.8977003,0.79304785,0.70855296,0.84869444,0.95266056
10421216_16,0.46202022,0.6939318,0.81078804,0.61169124,0.51295763
10421216_17,0.38091823,0.86727154,0.9863197,1.0041968,0.82811487
10421216_18,0.44119298,0.4078958,0.4492652,0.4107324,0.61115444
10421216_19,0.23666486,0.38086617,0.4175713,0.3162706,0.32076275
10421216_20,0.20205541,0.4170426,0.4260444,0.43976277,0.41783142
10421216_21,0.42412925,0.78536296,0.70438576,0.62468696,0.52047896
10421216_22,0.35821408,0.2248157,0.21451549,0.28979948,0.27802032
10421216_23,0.3215889,0.32532173,0.23194091,0.31811845,0.28981003
10421216_24,0.20216334,0.23195598,0.17916968,0.38388205,0.2661455
10421216_25,0.109476805,0.15050828,0.1627999,0.2514926,0.18347475
10421216_26,0.1668582,0.1410575,0.18410133,0.17745782,0.31049085
10421216_27,1.339546,0.7039755,0.61757094,0.5448098,0.9241084
10421216_28,0.43368185,0.65767694,0.8001571,0.47950378,0.47535932
10421216_29,0.73528415,1.4231027,1.2649856,0.9600188,0.74554527
10421216_30,0.9627193,1.3171971,1.0361788,1.0920374,1.0468905
10421216_31,0.35346365,0.63407624,0.6787298,0.5360694,0.49739555
10421216_32,0.30365178,0.42505705,0.35910144,0.44216335,0.3695733
10421216_33,0.07803765,0.21794799,0.10495788,0.19496277,0.12509905
10421216_34,0.022777319,0.128365,0.056597754,0.104787484,0.057757735
10421216_35,0.015188456,0.061989963,0.040058196,0.051642746,0.053231686
10421216_36,0.09800656,0.17270863,0.091970205,0.119916305,0.13900496
10421216_37,0.17056438,0.48022932,0.31521353,0.23669977,0.19115944
10421216_38,0.33852482,0.99339026,0.8572836,0.70871735,0.5446664
