id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
10421216_0,0.77823234,0.89555997,0.93113697,1.344868,0.9547566
10421216_1,0.33322918,0.5767478,0.4740892,0.683922,0.5371647
10421216_2,0.075831585,0.38055322,0.18771268,0.31101704,0.2213169
10421216_3,0.051417217,0.26852915,0.12317408,0.22776115,0.1706292
10421216_4,0.018222585,0.12744838,0.07738307,0.13929325,0.09596965
10421216_5,0.03026262,0.16077304,0.092408225,0.16356468,0.1339297
10421216_6,0.07910446,0.5274124,0.24523073,0.39040992,0.2712983
10421216_7,0.05655489,0.30347228,0.1767091,0.24162501,0.192078
10421216_8,0.08505989,0.60710925,0.3863834,0.42604014,0.31433716
10421216_9,0.27882254,0.45244133,0.32024074,0.42557487,0.37970045
10421216_10,0.4978962,0.48506135,0.4007031,0.48853153,0.40255773
10421216_11,0.22054093,0.29867548,0.29348686,0.4558233,0.42104727
10421216_12,0.14026672,0.2611422,0.28705508,0.43935913,0.31874758
10421216_13,0.13751575,0.29758322,0.3833152,0.5230996,0.41383278
10421216_14,0.25510645,0.37060493,0.47234535,0.53926045,0.44285375
10421216_15,0.5737431,0.53900015,0.59668434,0.78625023,0.7912837
10421216_16,0.40224457,0.556481,0.6181381,0.5666931,0.4871014
10421216_17,0.20179161,0.6503075,0.72532827,0.72699535,0.67009604
10421216_18,0.24597195,0.7266655,0.65897477,0.5904456,0.6890471
10421216_19,0.23849124,0.38440928,0.4522574,0.31012523,0.4040271
10421216_20,0.09689319,0.46856165,0.4759157,0.39314225,0.45890635
10421216_21,0.24121991,0.83674496,0.65375555,0.6694667,0.5490588
10421216_22,0.41733113,0.5066235,0.39102405,0.5611801,0.47835177
10421216_23,0.27272227,0.4781844,0.37982342,0.47022384,0.41555798
10421216_24,0.1861167,0.24685475,0.2912688,0.3466692,0.40423054
10421216_25,0.084106386,0.13020754,0.16620767,0.21177489,0.19801323
10421216_26,0.16101901,0.16842285,0.20735261,0.3097732,0.3558351
10421216_27,0.526884,0.53819835,0.42191508,0.5876424,0.66456616
10421216_28,0.39769188,0.4479874,0.4689731,0.4297824,0.43553394
10421216_29,0.2968033,0.80019283,0.77425915,0.6089592,0.597121
10421216_30,0.40685523,1.0918182,0.8003161,0.8100521,0.84503615
10421216_31,0.32405573,0.72910845,0.5843024,0.49207437,0.4400823
10421216_32,0.105500296,0.35249263,0.26872522,0.32600534,0.28876036
10421216_33,0.05129683,0.2732218,0.14719352,0.22099385,0.14974079
10421216_34,0.019895703,0.14118221,0.08002963,0.13038,0.10153128
10421216_35,0.006254524,0.08196619,0.054958515,0.081551544,0.06491875
10421216_36,0.032981575,0.16845344,0.08209507,0.120689884,0.09982563
10421216_37,0.11503014,0.537004,0.31315202,0.2933706,0.22579697
10421216_38,0.25770763,1.9403167,1.456877,0.86593854,0.56314427
10421216_39,0.64000523,0.6283393,0.4679513,0.42358017,0.3878718
10421216_40,0.8058395,0.76122713,0.5811795,0.72510654,0.5903933
10421216_41,0.062935,0.16312847,0.087646246,0.15068018,0.1453907
10421216_42,0.013808921,0.12889512,0.041004382,0.09422584,0.059633724
10421216_43,0.009776235,0.14035079,0.042362712,0.10101329,0.05751788
10421216_44,0.02026625,0.1391521,0.044751234,0.102935284,0.064055614
10421216_45,0.03984014,0.12596723,0.052857153,0.09485947,0.10464207
10421216_46,0.018864349,0.12912086,0.06501495,0.08978842,0.067804866
10421216_47,0.007502392,0.09804832,0.05725667,0.0747789,0.06717095
10421216_48,0.026149385,0.24626315,0.108604744,0.1392867,0.11165683
10421216_49,0.020452678,0.12509312,0.06995753,0.08792507,0.08244933
10421216_50,0.05224739,0.13083377,0.09550922,0.116733,0.13515544
10421216_51,0.032967426,0.27825648,0.113685176,0.17773435,0.11302485
10421216_52,0.01564838,0.0965906,0.04369376,0.08109006,0.06213525
10421216_53,0.017575696,0.13235033,0.06298088,0.12620462,0.090308055
10421216_54,0.043384112,0.10970595,0.08310158,0.13276535,0.11780671
10421216_55,0.10024214,0.23191445,0.25382894,0.30010182,0.27177483
10421216_56,0.2250918,0.20014971,0.20271926,0.21214028,0.26507485
10421216_57,0.70758927,0.4758473,0.4781915,0.4619459,0.6427678
10421216_58,0.33115506,0.5478433,0.65013295,0.43301767,0.4408107
10421216_59,0.4092508,1.1886383,1.2055733,0.81256545,0.68121445
10421216_60,0.73642683,0.87077117,0.8789718,0.65928406,0.76341534
10421216_61,0.5343596,0.8159231,0.8327565,0.6009142,0.5325941
10421216_62,0.33077198,0.6767229,0.5248748,0.5961877,0.50901115
10421216_63,0.08113954,0.27489424,0.15100251,0.2415519,0.16992661
10421216_64,0.022934094,0.115533136,0.06394326,0.11958462,0.08407824
10421216_65,0.0046912283,0.07438509,0.04365229,0.073916316,0.048568077
10421216_66,0.016788036,0.16740058,0.06639964,0.12867138,0.07681542
10421216_67,0.023690492,0.20403594,0.08274913,0.14383067,0.08237995
10421216_68,0.021127895,0.13337709,0.087069534,0.11671489,0.10257703
10421216_69,0.09817688,0.21023425,0.17551103,0.17489785,0.20920998
10421216_70,0.5870516,0.94579566,0.6727766,0.7161021,0.67844605
10421216_71,0.45871115,1.790993,1.5013973,1.1415186,0.8232715
10421216_72,0.30418023,0.46113718,0.39540404,0.37501776,0.3487553
10421216_73,0.31535798,0.52071005,0.42046946,0.37684456,0.47659528
10421216_74,0.14802161,0.37772834,0.26741832,0.29197228,0.34449446
10421216_75,0.034354575,0.2209768,0.14912589,0.15672015,0.14023887
10421216_76,0.01992917,0.18390279,0.117417,0.14246202,0.11481538
10421216_77,0.07214065,0.36155245,0.18835083,0.23517448,0.18263775
10421216_78,0.4281021,0.5479002,0.4316559,0.48563057,0.5800009
10421216_79,0.20581989,0.45909965,0.50626504,0.36942604,0.35120535
10421216_80,0.14632723,0.3640058,0.47242603,0.37181976,0.4285288
10421216_81,0.6882942,0.6115761,0.6299891,0.533751,0.69959164
10421216_82,0.53766763,0.33874553,0.45110872,0.30182934,0.3943988
10421216_83,0.34095782,0.5314475,0.6560911,0.5168401,0.65838015
10421216_84,0.9002611,0.8680432,0.90352285,0.7334766,0.68316984
10421216_85,0.5985188,0.41154402,0.41919047,0.42311656,0.5113235
10421216_86,0.7571872,0.5996577,0.5698677,0.4825019,0.49446648
10421216_87,0.343248,0.38990223,0.40765595,0.3947383,0.3849244
10421216_88,0.030442663,0.08886064,0.06760989,0.091564395,0.09881414
10421216_89,0.029209308,0.2100689,0.10838005,0.1384002,0.13141522
