id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
10421216_0,0.7398472,1.3530651,0.998407,2.0789957,1.0600026
10421216_1,0.32573223,0.7540643,0.4569212,0.9413922,0.54822373
10421216_2,0.084978625,0.31750074,0.17967644,0.41137165,0.23833235
10421216_3,0.031555846,0.24406154,0.11950493,0.2866008,0.1989657
10421216_4,0.015290396,0.11561276,0.05509617,0.12611853,0.081177995
10421216_5,0.022620993,0.11971964,0.053072438,0.13700859,0.11180064
10421216_6,0.042511582,0.38199943,0.12130965,0.3018145,0.18675739
10421216_7,0.03589178,0.15671222,0.065113485,0.14976737,0.09641545
10421216_8,0.07726518,0.3897152,0.22267233,0.32838637,0.20062682
10421216_9,0.42659613,0.27076924,0.12454819,0.260509,0.27932447
10421216_10,0.4056271,0.32501045,0.24822277,0.30212128,0.29272658
10421216_11,0.26907617,0.23255754,0.1811141,0.32875338,0.32807434
10421216_12,0.23144922,0.19808102,0.18194866,0.299016,0.2513686
10421216_13,0.1506728,0.22998956,0.24878266,0.3105589,0.27603984
10421216_14,0.37176555,0.3765212,0.37692043,0.4389782,0.4132502
10421216_15,0.5448953,0.55335176,0.42647612,0.6279355,0.655259
10421216_16,0.4235881,0.4644131,0.49953574,0.39487243,0.41554326
10421216_17,0.24731387,0.5074161,0.50828385,0.5238218,0.47823274
10421216_18,0.31873697,0.438437,0.3674246,0.3963679,0.46377414
10421216_19,0.22327963,0.27456063,0.26844275,0.20919375,0.25210416
10421216_20,0.19395441,0.34823185,0.29962653,0.3219779,0.337148
10421216_21,0.395748,0.72298527,0.5272554,0.5224999,0.44986603
10421216_22,0.45017022,0.2692997,0.21571484,0.33757126,0.32953328
10421216_23,0.29724604,0.36182022,0.21764958,0.29699284,0.21954772
10421216_24,0.22508742,0.22382575,0.14454418,0.23005222,0.19649363
10421216_25,0.08649388,0.12841897,0.09336388,0.1215007,0.087578215
10421216_26,0.27258435,0.2025073,0.14690539,0.1966624,0.24979365
10421216_27,0.811515,0.50497144,0.33835635,0.4279395,0.56580484
10421216_28,0.33494705,0.47342023,0.46160734,0.30592725,0.302401
10421216_29,0.38656214,0.6798717,0.62241393,0.5349419,0.477293
10421216_30,0.5843831,0.7978598,0.6330509,0.6589099,0.6670331
10421216_31,0.30436966,0.772372,0.65542424,0.56218636,0.44784504
10421216_32,0.23397934,0.3572686,0.24552979,0.39542472,0.30422777
10421216_33,0.053721286,0.19273788,0.08151281,0.17757119,0.08564648
10421216_34,0.012535084,0.10861985,0.04447045,0.10369071,0.049697794
10421216_35,0.014178634,0.061400887,0.028958814,0.058756635,0.048326135
10421216_36,0.04235571,0.14455338,0.07065825,0.12384713,0.10042395
10421216_37,0.12280088,0.32275683,0.16454293,0.19898738,0.12500903
10421216_38,0.35052842,0.8977637,0.6975826,0.65799534,0.45145205
10421216_39,0.6301142,0.47948605,0.3101181,0.3686003,0.3635957
10421216_40,0.586056,1.0879292,0.71793425,0.9354784,0.5583703
10421216_41,0.05875419,0.13626769,0.051330388,0.18020403,0.09460278
10421216_42,0.017656438,0.106994614,0.031713903,0.10809511,0.04753345
10421216_43,0.008955052,0.10752034,0.0315909,0.09353207,0.039316032
10421216_44,0.014110236,0.13454835,0.03161563,0.10169275,0.05229934
10421216_45,0.027309064,0.12450308,0.036790773,0.10286936,0.072528854
10421216_46,0.0035834834,0.13178013,0.04570407,0.08354086,0.035688747
10421216_47,0.010333646,0.0903347,0.030031634,0.07281149,0.04018054
10421216_48,0.017311303,0.17529327,0.046824247,0.11678588,0.07354481
10421216_49,0.0059836023,0.117507994,0.047069523,0.07919687,0.0422422
10421216_50,0.035146344,0.1102799,0.043942172,0.09907842,0.06783566
10421216_51,0.032487348,0.28255096,0.068759635,0.17776415,0.059761636
10421216_52,0.014881529,0.121542536,0.02972977,0.102310635,0.042464826
10421216_53,0.0103122145,0.13558984,0.031533867,0.11731778,0.04954808
