id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C,deg_pH10,deg_50C
10421216_0,0.82591856,1.2055292,1.3116117,1.7209431,1.1494205
10421216_1,0.23505445,0.14928405,0.15100332,0.22984436,0.20191202
10421216_2,0.09546147,0.15200822,0.09411956,0.2248686,0.14770235
10421216_3,0.05150126,0.19614741,0.090130895,0.26225615,0.13410407
10421216_4,0.022399157,0.11842096,0.061956286,0.16615848,0.07309319
10421216_5,0.012087628,0.13145009,0.06761873,0.1449569,0.11145699
10421216_6,0.14071609,0.45168883,0.19350977,0.4216907,0.33856726
10421216_7,0.078213096,0.15102133,0.08103326,0.13215438,0.09006517
10421216_8,0.094669744,0.37541655,0.26450682,0.29125476,0.21955985
10421216_9,0.8039479,0.28250313,0.2154121,0.21205424,0.28034082
10421216_10,0.48955694,0.25820172,0.179282,0.21394573,0.16120513
10421216_11,0.3184664,0.23119259,0.17805427,0.2645738,0.1843266
10421216_12,0.3982026,0.20699407,0.13609183,0.22038081,0.15894517
10421216_13,0.115644634,0.259188,0.2475759,0.28251913,0.19186428
10421216_14,0.2724572,0.49377757,0.4937215,0.49339747,0.3679083
10421216_15,0.7992238,0.7162668,0.66680324,0.79746056,0.917063
10421216_16,0.25185174,0.54602206,0.5752738,0.47958088,0.38421258
10421216_17,0.22094002,0.51275635,0.5469975,0.50993526,0.4475306
10421216_18,0.37313437,0.42110538,0.3446538,0.3903336,0.52669644
10421216_19,0.22632849,0.3030964,0.26846242,0.21088502,0.18493575
10421216_20,0.09189613,0.32127878,0.30476707,0.3048123,0.28871793
10421216_21,0.33291218,0.65014577,0.471686,0.43671212,0.36272657
10421216_22,0.3870008,0.32586446,0.22403932,0.252702,0.2399477
10421216_23,0.24804094,0.2688118,0.16367404,0.2226243,0.14418271
10421216_24,0.2252883,0.27320567,0.17628545,0.29519752,0.19750932
10421216_25,0.102537945,0.17859648,0.15903744,0.219153,0.14097106
10421216_26,0.10859327,0.13387479,0.14450651,0.18378578,0.22117725
10421216_27,1.2117906,0.5080774,0.42170006,0.46987742,0.6765816
10421216_28,0.34871963,0.58491725,0.59312195,0.41891697,0.3493619
10421216_29,0.48827404,0.771885,0.88600194,0.6614488,0.52109
10421216_30,0.75683105,0.84303546,0.7028162,0.79018384,0.86254525
10421216_31,0.21365891,0.6047236,0.6058297,0.4854616,0.3964165
10421216_32,0.15173675,0.25157854,0.21261324,0.32789803,0.25001818
10421216_33,0.094350934,0.23548266,0.10365829,0.2245846,0.12292926
10421216_34,0.020716876,0.12718187,0.0682894,0.16046798,0.05584833
10421216_35,0.018103376,0.077023536,0.04476942,0.080147415,0.049669087
10421216_36,0.10886848,0.20402157,0.09963137,0.16977279,0.15425828
10421216_37,0.30852577,0.49160427,0.33828378,0.28867215,0.18386541
10421216_38,0.36244333,1.4479191,1.1726909,0.85216016,0.6096967
10421216_39,1.2364285,0.5205315,0.47106564,0.46384442,0.45455194
10421216_40,0.46784574,0.6198362,0.39559186,0.53045386,0.3255578
10421216_41,0.10326686,0.1533438,0.08383742,0.21480294,0.09801561
10421216_42,0.038255945,0.12911403,0.03792359,0.15308982,0.04856229
10421216_43,0.018847227,0.099491,0.03510174,0.09943199,0.020039916
10421216_44,0.01716739,0.11305593,0.046668977,0.090002954,0.025591522
10421216_45,0.031730786,0.15757449,0.063681155,0.17253344,0.15152553
10421216_46,0.022063047,0.10838339,0.04741195,0.10097332,0.050443485
10421216_47,0.017171696,0.07844034,0.054124177,0.081032336,0.058571264
10421216_48,0.06243077,0.23967649,0.11018059,0.20460787,0.17372447
10421216_49,0.036105037,0.20132372,0.14761011,0.18837887,0.116753
10421216_50,0.056662127,0.17310949,0.11655632,0.21924512,0.1532337
10421216_51,0.059668496,0.25097767,0.08770934,0.19736628,0.09889597
10421216_52,0.039271146,0.12215425,0.04811117,0.10984197,0.039996877
10421216_53,0.031706363,0.15841076,0.05859351,0.13645089,0.047968417
10421216_54,0.08184849,0.11904538,0.053350523,0.07760239,0.041957885
